,age,BECK,PCS,STAI,meanBPI,POQ,Sex
Loadings,-0.14119076030428523,0.7147517125024945,0.3376875597767774,0.7451119684011472,0.047712340154354375,-0.3302714997804268,-1.0366957937084857
