,Friedman_Stat
1799689,5.25
1839183,5.583333333333314
1839184,1.75
1839185,5.25
1839365,1.5833333333333144
1839366,2.3333333333333144
1839546,0.5833333333333144
1839547,1.5833333333333144
1839728,0.3333333333333144
1839729,1.5833333333333144
1878677,11.583333333333314
1878858,3.5833333333333144
1878859,0.3333333333333144
1878861,4.75
1879040,8.333333333333314
1879041,4.75
1879042,1.0833333333333144
4115495,4.333333333333314
4115676,0.5833333333333144
4115858,0.5833333333333144
4116040,0.5833333333333144
4153901,1.75
4154082,0.5833333333333144
4154263,0.25
4154264,0.08333333333331439
4154445,3.5833333333333144
4154446,2.0833333333333144
4154627,3.25
4154628,1.0833333333333144
4154809,2.3333333333333144
4154988,4.333333333333314
4155169,1.0
4155170,0.75
4155350,1.0833333333333144
4155351,1.0833333333333144
4155352,0.3333333333333144
4155353,0.3333333333333144
4155533,1.75
4155534,1.75
4155715,1.0833333333333144
4193576,1.5833333333333144
4193577,0.25
4193578,1.75
4193758,1.0833333333333144
4193759,0.3333333333333144
4193939,0.5833333333333144
4193940,3.25
4194121,0.5833333333333144
4194846,0.5833333333333144
