,Subject_27,Subject_28,Subject_29,Subject_30,Subject_31,Subject_32,Subject_33,Subject_34,Subject_35,Subject_36,Subject_37,Subject_38,Subject_39,Subject_40,Subject_41,Subject_42,Subject_43,Subject_44,Subject_45,Subject_46,Subject_47,Subject_48,Subject_49,Subject_50
1805723,0.418550968170166,0.5124486088752747,0.37296637892723083,0.5320092439651489,0.45223116874694824,0.40206027030944824,0.41968247294425964,0.45466506481170654,0.4394330084323883,0.457841694355011,0.43759575486183167,0.47989988327026367,0.4966728687286377,0.42931896448135376,0.421841025352478,0.4621298313140869,0.5308343172073364,0.4061015248298645,0.4085371196269989,0.38230612874031067,0.4537446200847626,0.424966961145401,0.4361123740673065,0.44464799761772156
1805724,0.4028621017932892,0.4983290135860443,0.364972323179245,0.5356053113937378,0.4526771605014801,0.41131505370140076,0.4201301038265228,0.4511168897151947,0.41350048780441284,0.44182801246643066,0.4406066834926605,0.45767056941986084,0.4809666574001312,0.42001208662986755,0.3812221586704254,0.46292993426322937,0.510084331035614,0.4095708429813385,0.4012223780155182,0.3930835425853729,0.4586552083492279,0.43044859170913696,0.40658852458000183,0.4337591826915741
1839546,0.4572727084159851,0.5164242386817932,0.43801116943359375,0.5205064415931702,0.5505287051200867,0.4223085641860962,0.5603306293487549,0.5599649548530579,0.47185227274894714,0.3999004662036896,0.4930611550807953,0.5022408366203308,0.5504075884819031,0.523430585861206,0.4537893831729889,0.5010826587677002,0.5261600613594055,0.6313380002975464,0.47536972165107727,0.6162788271903992,0.4719671905040741,0.5007095336914062,0.48548972606658936,0.4850083887577057
1878859,0.41807645559310913,0.46891140937805176,0.4465794563293457,0.5297214984893799,0.5035807490348816,0.5135091543197632,0.5344776511192322,0.5329260230064392,0.4669286608695984,0.40387120842933655,0.4782106876373291,0.44911158084869385,0.516102135181427,0.40617579221725464,0.42201635241508484,0.4717470407485962,0.5060479044914246,0.6060972809791565,0.45526304841041565,0.578668475151062,0.45464128255844116,0.4480128586292267,0.4382648468017578,0.4728967845439911
1879041,0.4454847574234009,0.5312612652778625,0.42581722140312195,0.5466589331626892,0.5055808424949646,0.4813931882381439,0.5373913645744324,0.5325873494148254,0.4528634250164032,0.41115084290504456,0.48802393674850464,0.4616956114768982,0.5255039930343628,0.419059157371521,0.42122069001197815,0.475517600774765,0.5135875940322876,0.6086050271987915,0.470333069562912,0.5510159134864807,0.46114182472229004,0.45352599024772644,0.4497743248939514,0.4847255349159241
1879042,0.515514612197876,0.45738503336906433,0.4596942663192749,0.521709144115448,0.5304232239723206,0.46267130970954895,0.5364891886711121,0.5773864388465881,0.4798828959465027,0.3644605875015259,0.49583402276039124,0.43976399302482605,0.5086374878883362,0.45314669609069824,0.47401463985443115,0.5171425342559814,0.5725090503692627,0.6101748943328857,0.47090068459510803,0.517212986946106,0.5368749499320984,0.45127129554748535,0.45513999462127686,0.5318793654441833
2274194,0.33976858854293823,0.43816521763801575,0.3192724287509918,0.3868374824523926,0.3485267162322998,0.4172946512699127,0.3378443121910095,0.3479732573032379,0.32854577898979187,0.46105241775512695,0.3639557957649231,0.3557996451854706,0.37574368715286255,0.3917117118835449,0.3445451855659485,0.3128998279571533,0.3117380142211914,0.420049786567688,0.29096686840057373,0.33712509274482727,0.32156914472579956,0.33713340759277344,0.3207935690879822,0.3825112581253052
2526579,0.1624108850955963,0.19451802968978882,0.2614458501338959,0.23706279695034027,0.24252112209796906,0.21165317296981812,0.3006819188594818,0.24444016814231873,0.19160783290863037,0.19536149501800537,0.2663794457912445,0.20272068679332733,0.2952564060688019,0.22275322675704956,0.32334280014038086,0.2049577683210373,0.205987349152565,0.21997882425785065,0.22084714472293854,0.23820315301418304,0.18766240775585175,0.23291300237178802,0.3025760352611542,0.28102195262908936
4104960,0.5397443771362305,0.41006389260292053,0.4134770929813385,0.6553565263748169,0.48040148615837097,0.49846351146698,0.46601036190986633,0.6187549829483032,0.4592808187007904,0.3815801739692688,0.5582447052001953,0.42990922927856445,0.49489927291870117,0.45575013756752014,0.4955070912837982,0.46343767642974854,0.5513713955879211,0.4816969633102417,0.45633381605148315,0.4636913239955902,0.4447408616542816,0.48450967669487,0.3818022310733795,0.5015835762023926
4193576,0.5251868963241577,0.5135380029678345,0.5773946046829224,0.5900318622589111,0.531419575214386,0.5503730773925781,0.5165742039680481,0.51775062084198,0.4545244872570038,0.46526390314102173,0.5602993369102478,0.53497314453125,0.5907708406448364,0.5086938738822937,0.4767099916934967,0.5465633869171143,0.4810277223587036,0.5419329404830933,0.53360915184021,0.46022912859916687,0.5370590090751648,0.5791292786598206,0.5514693856239319,0.5707597136497498
4193758,0.5008237957954407,0.5420513153076172,0.5499919652938843,0.5859401226043701,0.5139941573143005,0.5560834407806396,0.5055213570594788,0.49341869354248047,0.42655107378959656,0.46248263120651245,0.5527541637420654,0.5207014083862305,0.554729700088501,0.502692699432373,0.4690164029598236,0.5264220237731934,0.48415595293045044,0.5202296376228333,0.5305631756782532,0.4474940598011017,0.5142757296562195,0.5737475752830505,0.5288810133934021,0.5595582723617554
4193759,0.50782710313797,0.506147027015686,0.532024085521698,0.5853592157363892,0.48767298460006714,0.5389751195907593,0.5014941692352295,0.45590218901634216,0.433795303106308,0.43220004439353943,0.5273391008377075,0.5327379107475281,0.5081881880760193,0.4927167296409607,0.4451656639575958,0.5534380078315735,0.49924588203430176,0.4731543958187103,0.49800318479537964,0.4412020742893219,0.5224995613098145,0.5673468112945557,0.5065889358520508,0.5436962246894836
4615448,0.4392966330051422,0.5092099905014038,0.35698986053466797,0.4205951988697052,0.42395660281181335,0.4154431223869324,0.43167397379875183,0.402924120426178,0.42928236722946167,0.3951432406902313,0.40045201778411865,0.3679561913013458,0.4509338140487671,0.4415275454521179,0.3714499771595001,0.40544575452804565,0.45905038714408875,0.4784378409385681,0.3846411108970642,0.38856375217437744,0.4529856741428375,0.36502644419670105,0.46514177322387695,0.4190995395183563
4696275,0.37077707052230835,0.36084112524986267,0.12755057215690613,0.13692617416381836,0.12908273935317993,0.3892158269882202,0.30811870098114014,0.3548659682273865,0.3484933376312256,0.3382699489593506,0.3137015104293823,0.3617004156112671,0.4144614636898041,0.14748695492744446,0.3124038577079773,0.11032949388027191,0.2775860130786896,0.24377115070819855,0.24013839662075043,0.42397862672805786,0.30943262577056885,0.5074704885482788,0.5033052563667297,0.30723705887794495
4809422,0.35016030073165894,0.42722976207733154,0.40884965658187866,0.3594111502170563,0.41395577788352966,0.2860184907913208,0.3916415572166443,0.3759021759033203,0.4815881848335266,0.31268295645713806,0.3744603991508484,0.45202726125717163,0.40030983090400696,0.3042139708995819,0.3556254208087921,0.2847164273262024,0.3729686439037323,0.4332391023635864,0.34651264548301697,0.2645605206489563,0.4423099756240845,0.3516128957271576,0.3690479099750519,0.32500216364860535
4849098,0.3555179834365845,0.4175916314125061,0.3885733187198639,0.39718279242515564,0.38844481110572815,0.3033428490161896,0.4153740704059601,0.36386770009994507,0.4839591979980469,0.3019270896911621,0.3161376416683197,0.491994172334671,0.3845195174217224,0.2883928716182709,0.3350064158439636,0.3082674741744995,0.347645103931427,0.4243053197860718,0.340462327003479,0.2704957127571106,0.4425494074821472,0.3290836811065674,0.38791725039482117,0.33692240715026855
4849099,0.3685932755470276,0.4306165277957916,0.3790752589702606,0.38300564885139465,0.42277002334594727,0.2951561510562897,0.38173994421958923,0.37756669521331787,0.4618431031703949,0.366186261177063,0.3665507733821869,0.4729102551937103,0.3562450110912323,0.29356828331947327,0.35783424973487854,0.3011452853679657,0.3682781159877777,0.47902417182922363,0.3794704079627991,0.25461074709892273,0.421235591173172,0.3257286548614502,0.3783540725708008,0.36810746788978577
4849280,0.3712668716907501,0.41054025292396545,0.3966922163963318,0.38447466492652893,0.38307899236679077,0.3074471652507782,0.39493831992149353,0.38564103841781616,0.46320652961730957,0.36113211512565613,0.3417891263961792,0.4949164390563965,0.3761098384857178,0.31612151861190796,0.32919150590896606,0.3340582251548767,0.3586423397064209,0.46919727325439453,0.3428541421890259,0.33553338050842285,0.42685365676879883,0.32469871640205383,0.38683798909187317,0.34196946024894714
