,Subject_24,Subject_26,Subject_27,Subject_28,Subject_29,Subject_30,Subject_31,Subject_32,Subject_33,Subject_34,Subject_35,Subject_36,Subject_37,Subject_38,Subject_39,Subject_40,Subject_41,Subject_42,Subject_43,Subject_44,Subject_45,Subject_46,Subject_47,Subject_48
1963300,0.5043616890907288,0.5807164311408997,0.5278082489967346,0.601893424987793,0.5181414484977722,0.4938548803329468,0.46074989438056946,0.4894912838935852,0.4960727095603943,0.48372188210487366,0.533163845539093,0.6016530394554138,0.6172159910202026,0.49259087443351746,0.5368258357048035,0.5284115672111511,0.5017930865287781,0.4468807578086853,0.49535703659057617,0.5597991943359375,0.5208930969238281,0.45520272850990295,0.5080469846725464,0.5511466264724731
1963481,0.521869421005249,0.5598430037498474,0.5200037956237793,0.5780169367790222,0.5278029441833496,0.5022065043449402,0.466130793094635,0.47748953104019165,0.5003480315208435,0.49220484495162964,0.5389299988746643,0.620975911617279,0.5993080735206604,0.4944685101509094,0.5165485739707947,0.527104377746582,0.5610660910606384,0.44144967198371887,0.47927841544151306,0.5490898489952087,0.5085119605064392,0.4381245970726013,0.5135046243667603,0.5661493539810181
1964386,0.4955214858055115,0.5733805298805237,0.462938517332077,0.48359018564224243,0.4438134729862213,0.446802020072937,0.4856218099594116,0.43379294872283936,0.4766855835914612,0.5158087015151978,0.5681924819946289,0.5476099252700806,0.5673177242279053,0.5476609468460083,0.4705546200275421,0.4647291600704193,0.5598913431167603,0.4405570924282074,0.4257357120513916,0.5141164064407349,0.4628930985927582,0.46831220388412476,0.4666580855846405,0.5683154463768005
1964567,0.48844969272613525,0.5491774678230286,0.44722747802734375,0.47063833475112915,0.4106358289718628,0.42754343152046204,0.48270630836486816,0.478712797164917,0.4621315896511078,0.4919239282608032,0.5517684817314148,0.5200479626655579,0.5443943738937378,0.4944416880607605,0.4655506908893585,0.45241737365722656,0.5325373411178589,0.45772722363471985,0.41977712512016296,0.5079064965248108,0.45399555563926697,0.4676171839237213,0.4423840641975403,0.5453998446464539
2002613,0.5311410427093506,0.5673851370811462,0.5368017554283142,0.6000012755393982,0.5097549557685852,0.47849127650260925,0.47395220398902893,0.4799545407295227,0.5357169508934021,0.5364348888397217,0.5389312505722046,0.5872544646263123,0.6389928460121155,0.48188990354537964,0.5757730007171631,0.5291046500205994,0.5520769953727722,0.4451545774936676,0.4949101209640503,0.6087796688079834,0.5166211128234863,0.4295426309108734,0.5297778844833374,0.5130477547645569
2002794,0.5312806963920593,0.5743484497070312,0.525679886341095,0.6221940517425537,0.5056712031364441,0.49696463346481323,0.4714333415031433,0.47101378440856934,0.5712996125221252,0.5381324887275696,0.5492192506790161,0.6232256889343262,0.6336207985877991,0.4993799030780792,0.5671919584274292,0.5428383350372314,0.5535147786140442,0.43711885809898376,0.49667462706565857,0.5920667052268982,0.5302258133888245,0.421162873506546,0.5374836325645447,0.5341686010360718
2002975,0.5444806814193726,0.5684689879417419,0.5205401182174683,0.5863965749740601,0.509259045124054,0.5022413730621338,0.46980494260787964,0.4412563741207123,0.5820790529251099,0.5440149903297424,0.5530125498771667,0.6516648530960083,0.6333833932876587,0.4937775731086731,0.5501433610916138,0.5427703261375427,0.568396270275116,0.446355938911438,0.49139246344566345,0.5264065265655518,0.5253539681434631,0.4221934676170349,0.5464001297950745,0.5601876378059387
2002976,0.5248884558677673,0.5751737952232361,0.5329193472862244,0.6124514937400818,0.5173620581626892,0.4900510907173157,0.4728286862373352,0.43365025520324707,0.5643379092216492,0.5282741785049438,0.562454342842102,0.635634183883667,0.6287402510643005,0.49419230222702026,0.5481745004653931,0.5532892346382141,0.5762069225311279,0.4251716732978821,0.4928737282752991,0.5406957268714905,0.5255357027053833,0.4184824824333191,0.5531631708145142,0.5387478470802307
2003880,0.4998462200164795,0.587735116481781,0.4737989604473114,0.49418720602989197,0.46259236335754395,0.4644039273262024,0.4803893566131592,0.45868292450904846,0.49796977639198303,0.5018088221549988,0.5817105770111084,0.552924394607544,0.5772531628608704,0.5435935854911804,0.475521057844162,0.465314656496048,0.5896059274673462,0.44827306270599365,0.4297224283218384,0.5255993604660034,0.4696485698223114,0.4785134494304657,0.4998664855957031,0.5506285429000854
2003882,0.5255002379417419,0.5700405240058899,0.5448315739631653,0.5572307705879211,0.4993993937969208,0.4636467695236206,0.49697190523147583,0.42831864953041077,0.528031587600708,0.5908632278442383,0.6052029132843018,0.5704289674758911,0.5985589027404785,0.5273513197898865,0.4731549620628357,0.5026956796646118,0.6136293411254883,0.4145800471305847,0.4521985352039337,0.5390760898590088,0.4665449559688568,0.4637141227722168,0.5322263836860657,0.5805857181549072
2004061,0.4892742931842804,0.5631538033485413,0.4582882523536682,0.4856959283351898,0.4176618158817291,0.44733506441116333,0.4912894368171692,0.4891620874404907,0.4743196368217468,0.5130492448806763,0.5684718489646912,0.5252295732498169,0.5698539018630981,0.5200148820877075,0.4728604853153229,0.456851989030838,0.5607365965843201,0.46759089827537537,0.42526963353157043,0.5146476626396179,0.46303829550743103,0.4665030241012573,0.4572853744029999,0.5437713265419006
