,Subject_23,Subject_25,Subject_26,Subject_27,Subject_28,Subject_29,Subject_30,Subject_31,Subject_32,Subject_33,Subject_34,Subject_35,Subject_36,Subject_37,Subject_38,Subject_39,Subject_40,Subject_41,Subject_42,Subject_43,Subject_44,Subject_45,Subject_46,Subject_47
1799689,0.4803638756275177,0.4664081037044525,0.44799286127090454,0.5659575462341309,0.5697908997535706,0.4469691514968872,0.5761532187461853,0.5558902621269226,0.486699640750885,0.43187347054481506,0.4986104667186737,0.5417729616165161,0.5148136019706726,0.4523841142654419,0.5448815822601318,0.5790317058563232,0.6367683410644531,0.6643352508544922,0.5626832246780396,0.5624365210533142,0.5379801988601685,0.4916558563709259,0.49097132682800293,0.4815298318862915
1839183,0.4723336696624756,0.4256439805030823,0.47525277733802795,0.6076541543006897,0.5438394546508789,0.4988201856613159,0.5014583468437195,0.5061807036399841,0.48090851306915283,0.4694423973560333,0.5532005429267883,0.48467710614204407,0.565165102481842,0.4883144497871399,0.47840720415115356,0.5112866163253784,0.5726122856140137,0.6400454044342041,0.5668020844459534,0.4717879593372345,0.5075978636741638,0.4792030155658722,0.5354306697845459,0.4828457534313202
1839184,0.4926691949367523,0.49244216084480286,0.4331587851047516,0.5871903896331787,0.5738121867179871,0.4744771718978882,0.515281617641449,0.5398940443992615,0.49529245495796204,0.4411134123802185,0.49713701009750366,0.49125605821609497,0.47764235734939575,0.4218060374259949,0.544805645942688,0.5214009881019592,0.5978653430938721,0.628237783908844,0.5874986052513123,0.45183512568473816,0.5760456919670105,0.4925004243850708,0.49409592151641846,0.5381449460983276
1839185,0.5149242877960205,0.5488873720169067,0.4849981665611267,0.5501327514648438,0.6019580960273743,0.5070131421089172,0.5399092435836792,0.5956341624259949,0.5142242908477783,0.4446273744106293,0.5406237244606018,0.5246080160140991,0.45850643515586853,0.4629485011100769,0.588422417640686,0.5539290308952332,0.6127797961235046,0.5940053462982178,0.5900332927703857,0.4361114203929901,0.6397629976272583,0.4989456832408905,0.4823419451713562,0.573160707950592
1839365,0.46405690908432007,0.4369679093360901,0.4239269495010376,0.5391198992729187,0.5567522048950195,0.46522945165634155,0.5333743095397949,0.5236784815788269,0.47651800513267517,0.4320674538612366,0.4932704269886017,0.507926344871521,0.5078403353691101,0.41340962052345276,0.5005213022232056,0.5417013168334961,0.5930687785148621,0.6595486998558044,0.5707661509513855,0.5126009583473206,0.5239278078079224,0.4760877788066864,0.468434602022171,0.4774743318557739
1839366,0.4942927360534668,0.4992840588092804,0.43199607729911804,0.5076618194580078,0.5937479138374329,0.4598425030708313,0.5532311797142029,0.568169891834259,0.4990641176700592,0.4430546164512634,0.5373870134353638,0.5221314430236816,0.4922596514225006,0.44722050428390503,0.5741799473762512,0.5611908435821533,0.6222915053367615,0.6413460969924927,0.5966252684593201,0.4997349977493286,0.598782479763031,0.4886300265789032,0.4768858850002289,0.5273463726043701
1839546,0.5248597264289856,0.4653225541114807,0.40518081188201904,0.5384582877159119,0.5316236019134521,0.5129609107971191,0.5177363753318787,0.5111597180366516,0.48419031500816345,0.3346385061740875,0.484065443277359,0.5372339487075806,0.5247126221656799,0.4656543731689453,0.46010640263557434,0.529100239276886,0.5648181438446045,0.6287932395935059,0.5291295647621155,0.6110565066337585,0.42853111028671265,0.4916558563709259,0.5209960341453552,0.5203309059143066
1839547,0.5353643894195557,0.5172572135925293,0.432115763425827,0.5049216747283936,0.5525113940238953,0.500200629234314,0.5542653203010559,0.5509556531906128,0.486699640750885,0.34533190727233887,0.4841427206993103,0.5417729616165161,0.5210011601448059,0.4274846911430359,0.5127072334289551,0.5271827578544617,0.609090268611908,0.6621204018592834,0.5245302319526672,0.5777363777160645,0.49599629640579224,0.4984295964241028,0.5168418288230896,0.5278510451316833
1839728,0.5146739482879639,0.49594756960868835,0.4418898820877075,0.46492719650268555,0.5390822887420654,0.47628942131996155,0.5409694314002991,0.5092529058456421,0.4970301687717438,0.28836187720298767,0.4953908920288086,0.541491687297821,0.5226991176605225,0.45047158002853394,0.4716317653656006,0.5186200737953186,0.5721503496170044,0.6534721851348877,0.5564983487129211,0.6279570460319519,0.4439951479434967,0.5116322636604309,0.49006715416908264,0.5050811171531677
1839729,0.5605737566947937,0.5370571613311768,0.44852420687675476,0.4853489100933075,0.5726456642150879,0.48435595631599426,0.5792219638824463,0.5667459964752197,0.5090950727462769,0.34700852632522583,0.5102269053459167,0.5593208074569702,0.5212311148643494,0.46740248799324036,0.5145030617713928,0.5492262244224548,0.6188428401947021,0.6705400943756104,0.5494862794876099,0.6369339823722839,0.5028182864189148,0.521453320980072,0.4987660348415375,0.5400441288948059
