,Friedman_Stat
5253857,0.3333333333333144
5253858,1.0833333333333144
5253859,4.75
5253860,2.3333333333333144
5254037,0.5833333333333144
5254040,1.5833333333333144
5254041,2.5833333333333144
5254042,4.75
5254219,0.0
5254222,4.75
5254224,1.0833333333333144
5256404,7.583333333333314
5293532,0.5833333333333144
5293714,3.25
5293715,0.5833333333333144
5293895,0.5833333333333144
5293896,0.5833333333333144
5293897,2.3333333333333144
5294078,0.08333333333331439
5294079,2.3333333333333144
5295533,3.0
5295714,3.25
5295715,3.0833333333333144
5295896,1.0
5295897,1.0833333333333144
5296078,4.0
5296079,1.75
5296080,0.3333333333333144
5296260,1.3333333333333144
5296261,0.25
5296262,0.75
5333027,0.5833333333333144
5333209,0.5833333333333144
5333390,0.3333333333333144
5333391,1.75
5333572,0.08333333333331439
5333754,0.5833333333333144
5335571,1.5833333333333144
5419102,5.583333333333314
5419284,0.25
5419466,0.25
5419467,1.0833333333333144
5419648,3.5833333333333144
5419649,1.0833333333333144
5419830,2.25
5419831,0.5833333333333144
5420013,0.5833333333333144
5459507,3.0833333333333144
5459689,1.75
5459690,3.0833333333333144
5459691,1.0833333333333144
5459871,2.3333333333333144
5459872,2.3333333333333144
5459873,4.75
5460055,2.25
