0,409,32,159,46,0,18,176,24,107,27,0,33,0,37,0,28,125,10,0,6,0,8,80,4,289,48,0,44,0,10,0,0,0,0,0,25,0,306,0,12,0,0,0,0,0,20,0,10,0,0,0,0,0,7,55,0,0,5,0,73,0,120,10,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,60,0,26,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,22,0,292,0,0,0,309,185,7,0,0,0,90,4,34,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,2,0,20,0,306,153,204,0,66,0,0,0,2,0,5,0,0,0,0
409,0,469,17,118,83,0,29,0,27,111,178,0,54,0,16,211,90,0,40,31,0,370,47,226,8,0,68,0,193,0,0,0,231,0,0,0,471,0,639,2,13,0,0,0,11,0,22,0,0,0,0,6,0,4,37,0,0,0,4,0,133,51,63,0,27,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,77,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,74,0,95,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,40,0,26,16,316,0,0,268,449,0,5,0,30,22,36,0,90,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,30,0,29,0,0,0,0,229,0,0,0,553,310,279,67,0,16,0
32,469,0,0,94,0,17,0,25,29,19,0,53,0,114,0,44,94,23,0,56,0,125,104,137,194,73,0,67,0,46,0,0,0,0,0,0,0,428,8,0,0,0,0,0,0,20,0,13,0,0,0,24,0,39,0,0,0,0,0,58,0,156,6,11,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,21,0,0,0,73,0,6,0,178,0,52,0,0,0,0,0,42,0,0,0,6,0,82,0,39,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,0,0,56,0,20,0,332,0,0,0,85,115,1,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,33,0,43,0,0,0,0,0,0,0,78,0,673,142,308,0,177,2,0,0,5,0,0,0,0,0,0
159,17,0,0,60,127,0,22,0,6,84,19,0,0,22,192,99,93,0,50,15,48,161,124,0,40,0,0,0,165,0,0,8,237,0,0,0,282,0,404,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,110,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,173,0,77,0,0,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,145,0,0,77,31,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,47,0,0,0,0,184,0,0,0,481,79,218,0,8,0,0
46,118,94,60,0,323,8,0,14,0,86,165,270,63,108,510,0,10,135,260,242,42,46,105,11,0,282,0,0,0,173,0,299,0,138,0,217,0,56,0,39,0,0,0,18,0,103,0,8,0,45,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,11,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,36,0,26,0,0,0,0,0,0,0,0,0,0,0,47,0,268,0,61,0,0,0,93,0,0,0,410,363,121,0,26,0,55,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,554,257,417,30,69,0,0,0,2,2,0,0,0,0,0
0,83,0,127,323,0,0,24,0,26,155,102,101,176,470,200,11,31,251,149,92,270,91,106,0,14,0,163,0,90,0,202,13,526,0,271,0,300,0,0,0,18,0,0,0,21,0,61,0,0,2,30,0,18,0,58,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,290,0,115,0,5,0,0,0,0,0,0,0,0,0,0,0,118,0,118,0,0,0,0,0,0,0,0,0,6,0,75,0,205,0,80,0,0,0,153,0,0,95,413,14,26,0,76,0,0,0,35,0,5,0,1,0,0,0,0,0,0,0,0,0,32,0,90,0,0,0,0,0,0,0,116,0,0,0,0,178,0,0,0,790,368,594,0,13,4,0
18,0,17,0,8,0,0,148,64,379,4,0,9,0,0,0,0,16,0,0,0,0,24,0,167,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,225,46,243,214,20,5,20,0,306,0,427,46,38,0,87,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,30,0,0,0,210,0,0,0,86,0,41,0,0,0,1,0,0,0,0,0,0,0,60,0,11,0,0,0,11,1,20,0,22,0,73,0,12,0,7,0,0,0,47,0,351,0,233,0,0,0,62,79,0,0,0,1,0,9,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,69,0,941,194,438,432,434,0,155,0,0,0,0,0,0,0,0
176,29,0,22,0,24,148,0,158,89,0,10,0,2,0,27,31,14,2,2,0,0,0,15,158,42,0,7,0,45,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,5,0,0,0,0,15,19,23,299,0,23,0,0,0,256,60,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,4,0,40,0,0,0,57,0,42,0,0,0,0,0,0,0,0,0,5,0,9,0,6,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,1,44,0,76,0,184,0,0,76,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,0,0,0,0,522,0,0,0,522,82,301,365,119,132,1
24,0,25,0,14,0,64,158,0,407,10,0,0,0,23,1,0,0,0,0,0,0,0,0,0,67,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,200,69,19,307,4,43,69,67,127,0,236,24,77,9,88,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,81,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,114,0,11,0,6,0,17,3,0,0,1,0,42,0,0,0,0,0,0,0,21,0,162,0,97,0,0,0,244,109,8,0,0,0,5,0,131,22,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,27,0,253,169,190,120,117,1,0,0,0,0,0,0,0,0,0
107,27,29,6,0,26,379,89,407,0,0,56,0,9,0,0,20,0,0,12,0,0,0,0,194,0,0,25,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,10,0,0,0,0,110,73,199,105,8,65,0,52,0,261,100,203,0,226,0,258,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,60,0,0,1,89,0,1,0,37,0,7,0,0,0,0,0,0,0,0,0,78,0,148,0,141,0,47,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,28,0,140,0,88,0,0,171,364,0,0,0,0,0,10,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,86,0,114,0,0,0,0,302,0,0,0,507,183,233,305,121,72,0
