,subject,slope
0,sub-pl007,-0.08947008281079381
1,sub-pl008,0.023846573724086
2,sub-pl010,-0.024409083398631435
3,sub-pl012,-0.10627356958668199
4,sub-pl013,0.0705683657355103
5,sub-pl014,0.2510520718151379
6,sub-pl016,-0.10167601968639696
7,sub-pl017,-0.17385323142983913
8,sub-pl019,-0.09988513493489591
9,sub-pl027,-0.04837374965962746
10,sub-pl030,0.01124589147222006
11,sub-pl031,-0.05045984013078452
12,sub-pl032,0.12894618001863914
13,sub-pl034,0.06417920466645174
14,sub-pl035,-0.056860087292488766
15,sub-pl036,-0.02808407186380732
16,sub-pl037,0.11964141655211978
17,sub-pl038,-0.04197994476821463
18,sub-pl039,0.03454505349580899
19,sub-pl042,0.011200394034810395
20,sub-pl047,0.2540719919347715
21,sub-pl049,-0.03807500946604085
22,sub-pl050,0.12807533700675378
23,sub-pl055,0.012422425808025045
24,sub-pl056,-0.09675510101094291
25,sub-pl063,0.11694335605549439
26,sub-pl064,0.032816364426840654
