,subject,slope
0,sub-pl007,-0.07988383486646201
1,sub-pl010,-0.006096104953345563
2,sub-pl012,-0.10784827923669879
3,sub-pl013,0.06028389446792645
4,sub-pl014,0.23222131736217322
5,sub-pl017,-0.15397026171220538
6,sub-pl019,-0.10912180244277628
7,sub-pl027,-0.05514732781705503
8,sub-pl030,-0.08067733631782467
9,sub-pl031,-0.018299633454424157
10,sub-pl032,0.14239597257174427
11,sub-pl034,0.06757538780416812
12,sub-pl035,-0.0483860226812581
13,sub-pl036,-0.013333143351196031
14,sub-pl038,-0.061477586374350704
15,sub-pl042,0.023770758892419207
16,sub-pl047,0.2925884953450738
17,sub-pl049,-0.07484849899802941
18,sub-pl050,0.11807066834308876
19,sub-pl055,-0.031695310991179566
20,sub-pl056,-0.07318440516942837
21,sub-pl063,0.09868602925017282
22,sub-pl064,0.004320156419532568
