,subject,slope
0,sub-pl007,-0.020076576616072418
1,sub-pl008,0.046244460954614694
2,sub-pl010,-0.0046131118914048835
3,sub-pl012,-0.11470737239272423
4,sub-pl013,-0.001934585056224919
5,sub-pl014,0.27740009536785415
6,sub-pl016,-0.07323121324040834
7,sub-pl017,-0.07667630906561938
8,sub-pl019,-0.1770954166097765
9,sub-pl027,-0.08046143195815772
10,sub-pl030,0.0432742314251383
11,sub-pl031,-0.08679344783887014
12,sub-pl032,0.0977250070120418
13,sub-pl034,-0.009988463138678702
14,sub-pl035,-0.04381539131276073
15,sub-pl036,-0.06532384875857988
16,sub-pl037,0.04816203512344087
17,sub-pl038,0.04006363703469475
18,sub-pl039,-0.010736390778152619
19,sub-pl042,-0.015754014904298327
20,sub-pl047,0.2852426852889458
21,sub-pl049,-0.13204573492462418
22,sub-pl050,0.07277933304543224
23,sub-pl055,-0.13681553172508717
24,sub-pl056,-0.10085889375302143
25,sub-pl063,0.09983686333880613
26,sub-pl064,0.026121560176221
