,subject,slope
0,sub-pl007,0.005376489311304099
1,sub-pl010,0.003465198148252857
2,sub-pl012,-0.052617982642314355
3,sub-pl013,0.010669158419943718
4,sub-pl014,0.0037384698665266954
5,sub-pl017,0.0027534260012036147
6,sub-pl019,-0.006055991232624034
7,sub-pl027,0.006138140738299329
8,sub-pl030,-0.02642192560503209
9,sub-pl031,-0.0016663269429372796
10,sub-pl032,0.013186077241577847
11,sub-pl034,0.006690207140100535
12,sub-pl035,0.006527049541569044
13,sub-pl036,0.006975963061082883
14,sub-pl038,0.008801648262704347
15,sub-pl042,0.008078887716036091
16,sub-pl047,0.00443160200584526
17,sub-pl049,0.0010489583807196197
18,sub-pl050,-0.004487066384403861
19,sub-pl055,0.005065362268688331
20,sub-pl056,-0.006762355476195852
21,sub-pl063,-0.0025285423622572853
22,sub-pl064,-0.002155281960539253
