,Degree,Strength,Betweenness,Cluster,Efficiency
CG_L_7_1,-0.19932083334950224,0.26503935845760773,0.09720503085714854,1.0802178027650664,1.0670794513876738
CG_R_7_1,-0.6021168985418823,1.010596321825529,-1.2417488976539253,1.8493083908685675,1.7255752879983546
CG_L_7_2,0.1535704966663905,0.510025346709451,-1.461580478742214,1.9353614691418581,2.071296586262593
CG_R_7_2,-1.7936126869254707,-1.8203908768850854,0.5851973138946408,1.0176508178764012,0.9330334406299244
CG_L_7_3,-0.16736021639929882,0.18648023562610747,0.5564212660978733,1.3887966027565235,1.390325455216178
CG_R_7_3,1.132274366851631,-0.6642261134837284,-1.1098285234838638,0.01734259501856942,0.05687441785826936
CG_L_7_4,-0.34567887933729663,-0.5849296877949982,0.31458644318354767,0.6786892691985408,0.6793337471564764
CG_R_7_4,-0.6204619284493692,0.12596571105661047,-0.2966083026195815,2.3078169554652974,2.030605013451179
CG_L_7_5,0.27639569837831857,1.125622591342933,0.2785882842693606,-0.5023896025239315,-0.5026630295848779
CG_R_7_5,0.3610126009346339,1.4773161844864742,-0.642591874849338,0.11277321171788031,0.2231650853285063
CG_L_7_6,-0.7983922068548456,-0.2996161365167814,0.7761830029657871,2.1338605251891933,2.137080895357626
CG_R_7_6,-0.4569400675042507,0.7663622340154934,-0.03558657499787054,-0.34841237876590714,-0.3613171246496948
CG_L_7_7,-1.195375027479723,-1.2841073113869255,0.8616426472007518,1.6610643064080108,1.288047635742341
CG_R_7_7,0.0,-0.6789420286038225,0.18993605191939636,1.9514504745620675,1.7477435089658628
Tha_L,0.23208736442466352,-1.3363762642922343,0.8827284105374704,0.7204012556955772,0.8024946159818126
Hipp_L,-1.4602198419267682,-1.970962636435651,1.4692972507645525,0.3681485844816563,0.4917691066328733
Amyg_L,-0.11805853096946234,0.24939426084789973,-1.3467198590975837,1.1786366882632109,1.3341202136708792
Accum_L,0.0,-1.0422917835684067,1.0294258882815965,0.5746550316957846,0.8072939744425137
Tha_R,0.3299039674651355,-2.9198032339623676,-0.4662866778952881,0.8283683331615033,1.209335820042374
Hipp_R,0.9610813205856926,0.7694185945819579,-1.4372688055846559,1.754997884013378,1.685264835233499
Amyg_R,3.0320593147982486,-5.169350297301388,2.323041167482729,-2.875085523046323,-2.809182436308143
Accum_R,-0.09569843758608475,0.9189538081657603,0.716220543375425,-0.37399762292456545,-0.3675045619429029
