,Degree,Strength,Betweenness,Cluster,Efficiency
CG_L_7_1,-2.934894433782797,-1.4362582477446009,3.1027678321719767,2.3427854936780266,1.9649477462156515
CG_R_7_1,0.3083668570634859,-1.668787453239292,0.02339649357171333,-0.5492108110933185,-0.5580458790188537
CG_L_7_2,0.4533541804070311,1.3659475515475052,-0.18764135394254083,1.0677826711538831,1.1462062185807445
CG_R_7_2,1.0573500373143712,-2.726782996851047,2.912504956500312,1.2963521395978856,0.2897309866159704
CG_L_7_3,-1.9204346727453283,-1.9785791885400863,1.1531494684959924,1.9873146219997153,1.8719134859181579
CG_R_7_3,0.5130348350038095,1.3442554611894788,0.26837723026340854,0.6843108451736379,0.5432399625508363
CG_L_7_4,-0.4399147104004595,-1.8376169262222093,0.9979462018362171,1.3122477735708402,1.1929980538385578
CG_R_7_4,0.45348728646229114,0.8269045773010247,0.14072847067106803,-0.4375128535573968,-0.34915817301136204
CG_L_7_5,-0.7843386907331964,-3.4629274457682078,1.1422110666993341,0.22520539554660257,0.5405151419706071
CG_R_7_5,0.0,-1.5894143445714477,2.0247371189919443,-0.2539116505335952,-0.34015204894133266
CG_L_7_6,-1.869993342241833,-0.6759225628472989,-1.336623290764585,1.5182409573462725,1.7064022651322897
CG_R_7_6,0.3052910757562825,0.7471594139090214,0.585568690414546,-0.3879573137322378,-0.4506181270948483
CG_L_7_7,-2.8263702690435717,-0.8174240097345218,2.1674233481712535,3.413802469183061,2.70080891607911
CG_R_7_7,-0.26275323591792266,0.4937979903082427,-0.09980099216324216,1.657766186685482,1.5397291724131164
Tha_L,-0.031293737650444284,-2.4164968163585656,-1.5546645975736584,1.1469520261036945,1.3714854968189312
Hipp_L,-2.774812722812742,3.354338866044503,-1.069918058430085,3.961074656526554,3.626675567310377
Amyg_L,0.00684817531417138,2.537166569821531,0.8928526784753528,2.1188327960220037,2.4454079898864864
Accum_L,0.8157477186707507,-3.1914907483375687,6.404631926560737,-2.396963346786133,-3.394174459815318
Tha_R,0.8450711397323534,-1.7029323962603677,-0.3053195678705069,0.41594741564038246,0.48386745406784654
Hipp_R,0.21322164197748775,-0.8866357556730039,0.7574743207202619,-0.8836917962772044,-0.8603118329719722
Amyg_R,0.0,3.8091847021764673,0.0,6.570588634611525,6.9482577876559155
Accum_R,0.0,8.205816981362481,0.0,5.685458879183011,4.541057356354877
