,age,BECK,PCS,STAI,meanBPI,POQ,Sex
Loadings,-0.3819621332632004,0.30444637584185347,0.3089304934889325,0.6709958986870362,0.024865830459550858,-0.10422306191950366,-0.9113048866736717
