roi,centrality
0,-0.985044415242274
1,-0.43419418485734523
2,-0.5232681184722855
3,-0.12664537734913825
4,-2.0816681711721685e-15
5,0.12881970576940713
6,-0.24559048294811103
7,-0.23513498578149014
8,-0.7054049573444702
9,-0.07837832859383005
10,-1.8226161320929655e-15
11,-0.2170970924286726
12,-0.5021881942620146
13,-0.1004376388524011
14,-0.628178193777253
15,-0.08652733190539419
16,-0.5903260526902497
17,-0.23513498578149006
18,-0.26921922590453545
19,-1.3877787807814457e-17
20,0.15006525995523154
21,0.10697095900127011
22,-0.5191639914323826
23,-0.13081702961807276
24,-0.33094381626464614
25,-0.17426909740358032
26,0.09291734839971288
27,0.26163405923614
28,0.3743983565044515
29,-0.4017505554096082
30,-1.313763912473102e-15
31,0.10944937947136264
32,-0.30131291655720577
33,-0.08652733190539534
34,0.2825970826302193
35,-0.0941990275434066
36,0.18927637245926934
37,-0.07236569747622419
38,-1.5705029869176694e-15
39,-0.3700064349504773
40,0.17426909740358357
41,0.3689537829314022
42,0.2951630263451214
43,-0.29516302634512787
44,-0.044729139207276995
45,-0.32745397726414766
46,-0.1730546638107909
47,-0.5903260526902516
48,-0.1082715655480151
49,-0.44274453951768306
50,-5.551115123125783e-17
51,0.1094493794713672
52,-0.30301215695986167
53,-0.17807177997518306
54,-0.38857615149299796
55,0.08273595406616466
56,-0.7400128699009548
57,-0.13081702961807284
58,-0.47026997156298056
59,-0.2532907546982747
60,-1.5496863052059477e-15
61,0.07379075658627883
62,2.5211314517529595e-15
63,-0.2736234486784119
64,-0.30131291655720577
65,-0.8164965809277288
66,-0.11536977587386217
67,1.8781272833242233e-15
68,-0.12333547831682583
69,0.0
70,-0.10043763885240094
71,0.14758151317256385
72,-2.896988204881268e-15
73,0.09419902754340642
74,0.19117167721577155
75,0.0
76,-9.25185853854297e-18
77,-0.2951630263451216
78,0.20087527770480626
79,0.24667095663365157
80,0.21208593372859083
81,0.08186349431603736
82,0.10043763885239958
83,0.26921922590453656
84,0.09419902754340648
85,-0.10043763885240099
86,-0.3461093276215843
87,-0.20412414523192582
88,-0.8164965809277246
89,0.1233354783168258
90,0.3013129165572066
91,0.14758151317256227
92,-0.3589589678727148
93,0.3030121569598627
94,1.1379786002407855e-15
95,0.0
96,-0.2692192259045392
97,-0.10043763885240314
98,-0.24667095663365166
99,-2.9062400634198107e-15
100,0.0929173483997129
101,-0.3061862178478958
102,-0.49118096589622007
103,-0.20087527770480795
104,0.2188987589427289
105,-0.6123724356957975
106,-0.44274453951768344
107,-0.4427445395176833
108,-0.7379075658628099
109,-inf
110,0.16372698863207197
111,-7.332097891795305e-16
112,-0.24667095663365157
113,-0.14758151317256285
114,0.2951630263451233
115,
116,
117,
118,0.1614840472172683
119,
120,
121,2.1001718882492546e-15
122,0.18500321747523865
123,0.08652733190539534
124,-1.850371707708594e-17
125,-0.5472468973568223
126,-0.04093174715801701
127,-2.0909200297107114e-15
128,-0.22725911771989563
129,0.23513498578149006
130,0.10944937947136257
131,0.3223595239024332
132,
133,0.29516302634512454
134,0.0
135,0.05348547950063737
136,0.10043763885240103
137,-0.04276541134053061
138,0.3787651961998319
139,-0.37876519619982746
140,-0.15675665718766021
141,0.3359770959073846
142,-0.15065645827860216
143,-0.07837832859383002
144,0.4082482904638643
145,-0.0708339749483331
146,9.3443771239284e-16
147,0.08973974196817809
148,-0.1447313949524485
149,-0.24667095663365157
150,-0.17426909740358032
151,-0.44869870984089416
152,-0.24667095663365157
153,0.07236569747622412
154,3.1225022567582528e-15
155,-0.15150607847992967
156,0.2951630263451214
157,
158,0.06540851480903631
159,-0.20029048671808328
160,0.08652733190539413
161,0.12333547831682579
162,-0.0897397419681768
163,0.10944937947136713
164,-0.1794794839363599
165,0.4341941848573451
166,0.1475815131725598
167,1.2536268319725725e-15
168,0.07301697683338791
169,0.3309438162646499
170,-0.07575303923996375
171,-0.4017505554096123
172,-0.05002175331841152
173,-0.07379075658628317
174,-0.3135133143753201
175,0.1515060784799306
176,0.03534765562143274
177,0.051666741546059415
178,-0.3767961101736259
179,-0.20087527770480348
180,-0.08652733190539409
181,-0.5909924604877876
182,-0.6056913233377744
183,-0.44274453951768344
184,-0.10043763885240514
185,-0.4427445395176834
186,-0.1883980550868131
187,-0.12333547831682579
188,0.14758151317256388
189,1.61907524424502e-17
190,-0.20412414523193445
191,-5.551115123125783e-17
192,0.08652733190539537
193,0.08652733190539537
194,-0.14758151317255977
195,-0.16372698863207133
196,0.44274453951768394
197,-0.16372698863207485
198,0.1932295586541107
199,1.4756714368976038e-15
200,-0.29516302634512565
201,-0.10944937947136106
202,-0.28259708263021965
203,-0.40824829046386624
204,-0.3013129165572059
205,1.2304971856262152e-15
206,-0.12333547831682583
207,-0.20087527770480765
208,-0.07083397494833311
209,-0.26921922590453556
210,-0.07219058361405702
211,-0.7367714488443214
212,-0.032152772681097695
213,-0.30833869579206447
214,-0.1418314101124518
215,0.5055250296034365
216,-0.07837832859383
217,0.3283481384140932
218,-0.04715412192195634
219,-0.05935725999172387
220,-5.1486592766991635e-15
221,0.20029048671808425
222,0.04731909311481632
223,0.1858346967994258
224,-1.0362081563168128e-15
