,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19,Subject_20,Subject_21,Subject_22
1728509,0.20960694551467896,0.17395098507404327,0.288460373878479,0.24812990427017212,0.3142729103565216,0.27291154861450195,0.27606576681137085,0.282279908657074,0.24475179612636566,0.21398785710334778,0.28874367475509644,0.3197254538536072,0.23393625020980835,0.2547667622566223,0.36437681317329407,0.2564323842525482,0.28059759736061096,0.26002487540245056,0.3129011392593384,0.28132688999176025,0.29649806022644043,0.257090300321579,0.3115083575248718
1728690,0.17315874993801117,0.2050916850566864,0.3114539086818695,0.2877182364463806,0.2997465133666992,0.27736997604370117,0.19805441796779633,0.2907146215438843,0.31699976325035095,0.2018735110759735,0.2664576768875122,0.28771382570266724,0.2172326147556305,0.32891353964805603,0.3130068778991699,0.27780330181121826,0.2990608513355255,0.22828352451324463,0.2583257555961609,0.2677489221096039,0.2696061134338379,0.2637803852558136,0.3538159132003784
1728691,0.18800190091133118,0.19910825788974762,0.29781630635261536,0.25251251459121704,0.29572784900665283,0.2814617156982422,0.2382580190896988,0.2905823588371277,0.275130033493042,0.21576589345932007,0.2677229642868042,0.31003621220588684,0.2419593632221222,0.23426485061645508,0.36036932468414307,0.28092920780181885,0.3013593852519989,0.2402297556400299,0.3242741525173187,0.3024914264678955,0.3066827654838562,0.2587175667285919,0.30638009309768677
1728872,0.17672540247440338,0.26447439193725586,0.27374202013015747,0.28627634048461914,0.2867259383201599,0.28728950023651123,0.19028602540493011,0.3059293329715729,0.3637717664241791,0.2150249481201172,0.2508068084716797,0.28297311067581177,0.21869032084941864,0.3923969268798828,0.30021846294403076,0.3064461946487427,0.30675050616264343,0.1976439356803894,0.2884675860404968,0.27508705854415894,0.2901478409767151,0.28496527671813965,0.35355040431022644
1768366,0.17178727686405182,0.22117066383361816,0.28120794892311096,0.27538153529167175,0.3107798099517822,0.301973819732666,0.2228604555130005,0.2769778370857239,0.2976927161216736,0.2344876080751419,0.3258178234100342,0.26658445596694946,0.24638861417770386,0.3194659352302551,0.3192223310470581,0.2692737281322479,0.30515456199645996,0.2488091140985489,0.2706889510154724,0.2836851477622986,0.2703598141670227,0.2329673320055008,0.315116822719574
2036670,0.4103398025035858,0.4026283323764801,0.39086538553237915,0.3990190625190735,0.45253849029541016,0.3629770278930664,0.43385761976242065,0.39269259572029114,0.438693106174469,0.4290867745876312,0.3648523688316345,0.3649393916130066,0.44717103242874146,0.43153607845306396,0.4312272071838379,0.3730390965938568,0.46163660287857056,0.3934077322483063,0.4605129659175873,0.35695523023605347,0.46396106481552124,0.3509295880794525,0.4685066342353821
2192080,0.43706077337265015,0.319596529006958,0.3278660178184509,0.4264478385448456,0.46390193700790405,0.42106422781944275,0.34088921546936035,0.38962727785110474,0.380705863237381,0.3654153347015381,0.413216233253479,0.47766855359077454,0.40076619386672974,0.32331356406211853,0.5705968737602234,0.46685609221458435,0.40155595541000366,0.34599536657333374,0.46305596828460693,0.474273681640625,0.44645601511001587,0.46948909759521484,0.4556845426559448
2311113,0.4391656816005707,0.4019376337528229,0.49797582626342773,0.447165310382843,0.4369637370109558,0.46780678629875183,0.33330237865448,0.39390408992767334,0.41684526205062866,0.4337836503982544,0.4189874231815338,0.546373724937439,0.4212300777435303,0.35056206583976746,0.4457099139690399,0.511788547039032,0.44890666007995605,0.5025983452796936,0.5089294910430908,0.44435587525367737,0.4252125918865204,0.5297238826751709,0.5068740844726562
2350973,0.4793776571750641,0.47969475388526917,0.49797582626342773,0.54493248462677,0.45794010162353516,0.5554201602935791,0.3895900249481201,0.5141734480857849,0.44054514169692993,0.546522319316864,0.36295679211616516,0.6069039106369019,0.5484438538551331,0.48004087805747986,0.5541573166847229,0.6714467406272888,0.4622047543525696,0.4811384975910187,0.49035999178886414,0.48587554693222046,0.47639593482017517,0.5753303170204163,0.578864574432373
2350975,0.49563366174697876,0.5087054967880249,0.5134296417236328,0.5418994426727295,0.48558464646339417,0.5723881125450134,0.3999423384666443,0.534037172794342,0.5364164113998413,0.5321316123008728,0.35551217198371887,0.5914328694343567,0.5016366243362427,0.47637420892715454,0.5640242695808411,0.6822995543479919,0.4770424962043762,0.4903874397277832,0.5224194526672363,0.4693997800350189,0.4951535165309906,0.586808979511261,0.5886098742485046
