,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19,Subject_20,Subject_21,Subject_22
1805723,0.4691113233566284,0.5391976833343506,0.4841422438621521,0.5478087067604065,0.5487287640571594,0.4529992341995239,0.4237305223941803,0.4922516942024231,0.492154598236084,0.47144371271133423,0.49366647005081177,0.5683096647262573,0.4268820583820343,0.5005407333374023,0.4315255880355835,0.46236512064933777,0.5345649719238281,0.47229164838790894,0.45411428809165955,0.4496100842952728,0.5004624128341675,0.5291723608970642,0.48473113775253296
1805724,0.4322512447834015,0.5230116248130798,0.4628129303455353,0.5618807077407837,0.5490143299102783,0.457584023475647,0.42435306310653687,0.48307397961616516,0.4645581841468811,0.4564438760280609,0.48758625984191895,0.5657093524932861,0.4027917981147766,0.4972403347492218,0.4312573969364166,0.4484269320964813,0.5226009488105774,0.4909854531288147,0.43319910764694214,0.4220578670501709,0.47600680589675903,0.5340153574943542,0.5056657195091248
1839546,0.5707363486289978,0.5267322659492493,0.4804533123970032,0.5352225303649902,0.6278678774833679,0.5338897705078125,0.5942789316177368,0.4017646908760071,0.6154798269271851,0.5932636260986328,0.5432454347610474,0.513871967792511,0.5371373891830444,0.4631941318511963,0.46583327651023865,0.5392631888389587,0.5823732614517212,0.5216087698936462,0.5788568258285522,0.5598323345184326,0.5425446629524231,0.6056836247444153,0.5812685489654541
1878859,0.5403125286102295,0.49570000171661377,0.4428524374961853,0.47350263595581055,0.6122307777404785,0.5195476412773132,0.6302899122238159,0.33684366941452026,0.6600996255874634,0.5838146805763245,0.5397956371307373,0.4130818843841553,0.5394005179405212,0.5321841239929199,0.4883888065814972,0.5389045476913452,0.5967987775802612,0.5361403226852417,0.558160126209259,0.5014780759811401,0.5563371777534485,0.5639822483062744,0.560326099395752
1879041,0.5641411542892456,0.5259171724319458,0.4404837489128113,0.4983058273792267,0.6404426693916321,0.5254800319671631,0.5908370018005371,0.3419920802116394,0.6473031044006348,0.5905317664146423,0.5435391068458557,0.43043750524520874,0.5509627461433411,0.5184937715530396,0.48079460859298706,0.5317271947860718,0.5955771207809448,0.5074854493141174,0.6064337491989136,0.5046243667602539,0.5567459464073181,0.5872371792793274,0.5682886242866516
1879042,0.5673543810844421,0.5143274664878845,0.4849932789802551,0.5300437808036804,0.6263091564178467,0.5678186416625977,0.6283062100410461,0.35714849829673767,0.675159215927124,0.5723544359207153,0.5712531208992004,0.471215158700943,0.6050490736961365,0.537916898727417,0.47977128624916077,0.5474214553833008,0.6152305603027344,0.5562283992767334,0.4849388897418976,0.5158339738845825,0.5882721543312073,0.5931360721588135,0.6159480214118958
2274194,0.37105339765548706,0.3150670826435089,0.34532368183135986,0.4216555058956146,0.29871779680252075,0.43135306239128113,0.3297245502471924,0.36113423109054565,0.3641224801540375,0.3944161534309387,0.46303892135620117,0.4400453567504883,0.36214500665664673,0.4671099781990051,0.5073590874671936,0.44630101323127747,0.4267651438713074,0.2965489625930786,0.43765518069267273,0.40606409311294556,0.40136030316352844,0.42260488867759705,0.30970579385757446
2526579,0.3414016664028168,0.226509690284729,0.29464200139045715,0.3093728721141815,0.3024686276912689,0.2353999763727188,0.30477088689804077,0.2825445234775543,0.1948603242635727,0.2987697720527649,0.297494500875473,0.24252107739448547,0.20129580795764923,0.2773934006690979,0.43587979674339294,0.3414510488510132,0.2698006331920624,0.18427903950214386,0.24810777604579926,0.2994629442691803,0.2474922239780426,0.2971407175064087,0.3185288608074188
4104960,0.5232989192008972,0.5199185013771057,0.41641148924827576,0.6124691963195801,0.4806152284145355,0.4245244264602661,0.6352724432945251,0.4986753463745117,0.5802396535873413,0.6249244809150696,0.5386900901794434,0.5947074294090271,0.5333959460258484,0.5124024748802185,0.544847309589386,0.5439648628234863,0.6380008459091187,0.5098196268081665,0.5550856590270996,0.4847342073917389,0.5332569479942322,0.4808761775493622,0.4602983593940735
4193576,0.5117596983909607,0.5716666579246521,0.5414090752601624,0.6400693655014038,0.5956509113311768,0.47745853662490845,0.4320323169231415,0.5239777565002441,0.5180696845054626,0.6384055018424988,0.6774259209632874,0.6397619843482971,0.49005797505378723,0.5669181942939758,0.551825761795044,0.5251370668411255,0.6110581755638123,0.5501184463500977,0.5978565216064453,0.5673992037773132,0.5346962213516235,0.5140684843063354,0.6233416795730591
