,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19,Subject_20,Subject_21,Subject_22,Subject_23
1799689,0.5816538333892822,0.534424364566803,0.5118217468261719,0.5189597606658936,0.6266978979110718,0.5219789743423462,0.6364818811416626,0.5018560290336609,0.6237542033195496,0.5987029671669006,0.6085813045501709,0.5442094206809998,0.6426379084587097,0.523185133934021,0.6096886396408081,0.5455154776573181,0.6342369914054871,0.4834418296813965,0.4639606773853302,0.4923553764820099,0.5130424499511719,0.6221367120742798,0.6622576117515564
1839183,0.5581037402153015,0.5133220553398132,0.4843387007713318,0.47246864438056946,0.6085802912712097,0.5226938724517822,0.6324997544288635,0.37704095244407654,0.6530149579048157,0.5974832773208618,0.5865251421928406,0.4896334111690521,0.572790265083313,0.4726945459842682,0.4468174874782562,0.5358104705810547,0.601047694683075,0.4340793490409851,0.4344005286693573,0.4712657034397125,0.5362753868103027,0.5969892144203186,0.5991387963294983
1839184,0.545370876789093,0.5044717192649841,0.5077075958251953,0.4892902970314026,0.5889330506324768,0.5668275952339172,0.657719612121582,0.4305165112018585,0.6693658828735352,0.562561571598053,0.5997598171234131,0.48813360929489136,0.5952685475349426,0.48841625452041626,0.4554502069950104,0.5385526418685913,0.6248219013214111,0.4562824070453644,0.48053255677223206,0.5187786221504211,0.5542584657669067,0.6029092073440552,0.642345666885376
1839185,0.5087444186210632,0.49064359068870544,0.5591909289360046,0.5273220539093018,0.555823028087616,0.6068490147590637,0.6309219598770142,0.4668424725532532,0.6688505411148071,0.553918182849884,0.6214392185211182,0.5386254787445068,0.6178236603736877,0.5046799778938293,0.4825330972671509,0.5646821856498718,0.6365048885345459,0.4923703074455261,0.5230962038040161,0.5583784580230713,0.57911616563797,0.6014934182167053,0.6708181500434875
1839365,0.5624377727508545,0.5046682357788086,0.5302677154541016,0.49664971232414246,0.6266229152679443,0.5351706147193909,0.6401239633560181,0.5262324810028076,0.6528600454330444,0.5982272028923035,0.5821641683578491,0.4953908622264862,0.5871458649635315,0.4628410339355469,0.6161584854125977,0.5340534448623657,0.6114509105682373,0.4308188557624817,0.43835899233818054,0.4848163425922394,0.5333846807479858,0.6099036931991577,0.631229043006897
1839366,0.5464932918548584,0.5085177421569824,0.5533381104469299,0.5160161256790161,0.6142092943191528,0.5787626504898071,0.6629323959350586,0.42329052090644836,0.6643033623695374,0.5756441354751587,0.6107146739959717,0.5352161526679993,0.6355417370796204,0.48981449007987976,0.5753058195114136,0.5620557069778442,0.6445088982582092,0.4578499495983124,0.47700265049934387,0.5418763160705566,0.5650174617767334,0.6232890486717224,0.6642932295799255
1839546,0.5624921321868896,0.5612745881080627,0.5514254570007324,0.5189597606658936,0.6314417719841003,0.5444820523262024,0.6233360767364502,0.3682280480861664,0.6500862240791321,0.6064332723617554,0.5174688100814819,0.5381953716278076,0.47248971462249756,0.4496808648109436,0.4787292778491974,0.5448768138885498,0.5793098211288452,0.4539901316165924,0.543216347694397,0.5054812431335449,0.5366383194923401,0.5664154887199402,0.5760621428489685
1839547,0.5776090025901794,0.5343170166015625,0.5544642806053162,0.5424291491508484,0.6366042494773865,0.5822538733482361,0.6379213333129883,0.385735422372818,0.6571760773658752,0.6074873208999634,0.5633797645568848,0.5501623749732971,0.5205267667770386,0.4885323941707611,0.44261300563812256,0.5832959413528442,0.6160383820533752,0.4632095396518707,0.42311394214630127,0.5521447062492371,0.5569294691085815,0.6009105443954468,0.6200835108757019
1839728,0.5549288392066956,0.5794826745986938,0.5778632760047913,0.5321744680404663,0.604664146900177,0.5564863085746765,0.603148877620697,0.3873790502548218,0.6462101936340332,0.5810980796813965,0.5143182277679443,0.5742892026901245,0.4533018469810486,0.451295405626297,0.44146719574928284,0.55820631980896,0.5782092809677124,0.41852715611457825,0.42742446064949036,0.5432290434837341,0.5419000387191772,0.5540204048156738,0.5849140882492065
1839729,0.5874263644218445,0.5502034425735474,0.5859999060630798,0.5666586756706238,0.6171433329582214,0.5882227420806885,0.6358810663223267,0.400945246219635,0.6424028873443604,0.592410683631897,0.5516691207885742,0.5931532979011536,0.5258879661560059,0.48926401138305664,0.47080478072166443,0.5896409153938293,0.6217399835586548,0.49902474880218506,0.46913623809814453,0.5780154466629028,0.5487100481987,0.6002223491668701,0.6370490193367004
