,Friedman_Stat
1728509,0.34782608695650197
1728690,0.6086956521738784
1728691,0.6086956521738784
1728872,1.1304347826086882
1768366,4.956521739130437
2036670,0.6086956521738784
2192080,1.0434782608695627
2311113,3.2173913043478137
2350973,2.695652173913061
2350975,0.7826086956521863
2351156,0.2608695652173765
2351157,0.2608695652173765
2351158,0.7826086956521863
2351339,4.521739130434753
2360291,1.826086956521749
2390286,0.6086956521738784
2390287,1.1304347826086882
2390467,3.3913043478260647
2390468,1.826086956521749
2390469,2.4347826086956275
2390470,0.6086956521738784
2390471,0.34782608695650197
2390649,1.826086956521749
2390650,2.4347826086956275
2390651,1.652173913043498
2390652,0.7826086956521863
2390653,0.2608695652173765
2390833,0.2608695652173765
2390834,0.6086956521738784
2390835,1.652173913043498
2391016,1.0434782608695627
2408331,5.826086956521749
2430148,0.08695652173912549
2430329,2.173913043478251
2430330,1.0434782608695627
2443769,0.6086956521738784
2518629,4.2608695652173765
3113027,3.1304347826086882
3113209,1.1304347826086882
3147638,2.347826086956502
3153067,1.826086956521749
3192568,0.2608695652173765
3192750,0.08695652173912549
3192932,0.08695652173912549
3193114,0.08695652173912549
3232426,1.1304347826086882
3232427,0.2608695652173765
3232608,0.34782608695650197
3232609,0.0
3232790,0.6086956521738784
3232791,1.0434782608695627
3944053,0.34782608695650197
3987576,1.1304347826086882
3987758,0.7826086956521863
4027069,1.1304347826086882
4027250,0.6086956521738784
4027251,1.1304347826086882
4027432,1.826086956521749
4027433,3.1304347826086882
4063080,0.6086956521738784
4102574,3.3913043478260647
4238314,1.3913043478260647
4238315,0.6086956521738784
4238496,1.0434782608695627
4238497,6.869565217391312
4252319,0.7826086956521863
4253255,0.6086956521738784
4253256,0.08695652173912549
4253437,0.2608695652173765
4277808,0.2608695652173765
4277809,0.6086956521738784
4277810,0.6086956521738784
4277990,1.826086956521749
4277991,1.1304347826086882
4277992,0.0
4292932,0.6086956521738784
4293113,0.7826086956521863
4293114,0.6086956521738784
4293115,0.7826086956521863
4331308,1.652173913043498
4332789,2.695652173913061
4332790,3.2173913043478137
4332791,1.652173913043498
4332971,0.6086956521738784
4332972,4.521739130434753
4371000,1.826086956521749
4738503,5.565217391304316
4860420,3.7391304347826235
4860602,0.2608695652173765
4892070,7.043478260869563
4928627,1.652173913043498
4972135,1.652173913043498
4979563,0.2608695652173765
4980652,1.0434782608695627
5018695,2.173913043478251
5018876,2.173913043478251
5018877,3.7391304347826235
5057644,0.2608695652173765
5057826,2.173913043478251
5058007,1.1304347826086882
5058008,1.0434782608695627
5058189,1.3913043478260647
5096413,0.2608695652173765
5096776,0.08695652173912549
5097139,0.34782608695650197
5295946,1.1304347826086882
5335623,0.7826086956521863
5335804,2.695652173913061
5335805,1.1304347826086882
5375481,1.652173913043498
5375482,0.0
5415157,1.826086956521749
5415158,0.08695652173912549
5459871,0.6086956521738784
5459872,0.6086956521738784
5459873,5.47826086956519
5460055,0.6086956521738784
5488465,4.173913043478251
5535989,0.7826086956521863
5575665,1.826086956521749
5890491,0.7826086956521863
