,Subject_0,Subject_1,Subject_3,Subject_4,Subject_5,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_17,Subject_19,Subject_20,Subject_21,Subject_22,Subject_23,Subject_24,Subject_25,Subject_26
1963300,0.5470456480979919,0.39783164858818054,0.461740106344223,0.5494328737258911,0.3936886489391327,0.4550582766532898,0.5789316296577454,0.48088517785072327,0.382187157869339,0.4837273061275482,0.46466654539108276,0.4951257109642029,0.5032182335853577,0.49066874384880066,0.5603004097938538,0.49994930624961853,0.4718247652053833,0.42119449377059937,0.5219861268997192,0.39601555466651917,0.5007591247558594,0.5031329393386841,0.48020365834236145
1963481,0.5438515543937683,0.43573716282844543,0.43717291951179504,0.55194491147995,0.4147755801677704,0.43851423263549805,0.582908570766449,0.4698583781719208,0.3684910535812378,0.46323102712631226,0.45572930574417114,0.502685010433197,0.551034152507782,0.4945768117904663,0.5862756967544556,0.5071642398834229,0.5060496926307678,0.45971614122390747,0.5284937024116516,0.43050891160964966,0.523428738117218,0.4832923710346222,0.46491867303848267
1964386,0.46420714259147644,0.39039814472198486,0.40913212299346924,0.5413366556167603,0.46403494477272034,0.39519625902175903,0.5438334941864014,0.459084153175354,0.4312802851200104,0.3879404664039612,0.41649049520492554,0.4916055202484131,0.45825669169425964,0.5044450759887695,0.5298622846603394,0.41681212186813354,0.5536978244781494,0.5375065207481384,0.4703362286090851,0.33595019578933716,0.5165898203849792,0.42322131991386414,0.49713170528411865
1964567,0.43407103419303894,0.36805859208106995,0.4028124213218689,0.5210022330284119,0.42899003624916077,0.3949030637741089,0.4992276728153229,0.4849281311035156,0.4212312400341034,0.3727428913116455,0.37797677516937256,0.48121368885040283,0.4810791015625,0.4685328006744385,0.4981212317943573,0.4045966565608978,0.5569028854370117,0.5050497651100159,0.4632144272327423,0.34781214594841003,0.49925151467323303,0.42612385749816895,0.5104854106903076
2002613,0.48597994446754456,0.45958399772644043,0.48574745655059814,0.5606935620307922,0.37417131662368774,0.43243706226348877,0.5914368033409119,0.52022385597229,0.4111287593841553,0.4905836284160614,0.5191370844841003,0.541544497013092,0.49057483673095703,0.4898124635219574,0.5556290745735168,0.5031247138977051,0.5480390191078186,0.47718724608421326,0.5717402100563049,0.44408032298088074,0.4684731364250183,0.5212550759315491,0.5054285526275635
2002794,0.48126861453056335,0.4104000926017761,0.4994237720966339,0.558438777923584,0.38827192783355713,0.4623730778694153,0.6147311329841614,0.5088709592819214,0.38103586435317993,0.4832468032836914,0.49553075432777405,0.5125827789306641,0.4886851906776428,0.5183447599411011,0.540945827960968,0.49863338470458984,0.5674281120300293,0.46158283948898315,0.545943558216095,0.371687650680542,0.4896237850189209,0.5480133891105652,0.5168007016181946
2002975,0.4701797068119049,0.38929063081741333,0.4701501429080963,0.5723693370819092,0.4054107964038849,0.43817993998527527,0.6274552345275879,0.49718812108039856,0.3724154233932495,0.4693840444087982,0.5314244031906128,0.5022664070129395,0.5244283676147461,0.5075291395187378,0.5740925669670105,0.5102856159210205,0.5718079805374146,0.4788459539413452,0.5543957948684692,0.4272274076938629,0.5067919492721558,0.5112367272377014,0.47874271869659424
2002976,0.5801862478256226,0.3933928310871124,0.4559331238269806,0.561343789100647,0.4201643168926239,0.41427382826805115,0.6243582367897034,0.5029475688934326,0.382187157869339,0.46504583954811096,0.5075919032096863,0.526055097579956,0.5064675211906433,0.49080443382263184,0.5652835965156555,0.5089128017425537,0.5583788156509399,0.47279444336891174,0.5383480787277222,0.404930979013443,0.49950990080833435,0.49905574321746826,0.5144186615943909
2003880,0.47749727964401245,0.3962436020374298,0.4133948087692261,0.553321897983551,0.4589085578918457,0.40567007660865784,0.5542199015617371,0.45665282011032104,0.4219110310077667,0.4088378846645355,0.42369183897972107,0.5200880169868469,0.46018946170806885,0.5079772472381592,0.546442985534668,0.419105589389801,0.5658084154129028,0.5484260320663452,0.521170973777771,0.3644025921821594,0.5344456434249878,0.42658916115760803,0.5109901428222656
2003882,0.46313613653182983,0.41641122102737427,0.42610079050064087,0.5694015622138977,0.455906480550766,0.4266054630279541,0.5421434044837952,0.44446948170661926,0.36977314949035645,0.4067600965499878,0.4458550810813904,0.5488240122795105,0.5194840431213379,0.48861458897590637,0.551854133605957,0.44994303584098816,0.6361774206161499,0.5632525086402893,0.5497705340385437,0.39575645327568054,0.5204795002937317,0.43304017186164856,0.5116510391235352
2004061,0.454292893409729,0.37424397468566895,0.4056397080421448,0.5207600593566895,0.45499637722969055,0.40324151515960693,0.5314990282058716,0.4780484437942505,0.44614043831825256,0.3979702591896057,0.4047984182834625,0.4986424446105957,0.46499738097190857,0.486084520816803,0.5253345966339111,0.4098660349845886,0.5570935606956482,0.5214623808860779,0.4881872832775116,0.34553369879722595,0.5031719207763672,0.4175737500190735,0.5160109996795654
2004063,0.4517883062362671,0.41067445278167725,0.4501296877861023,0.5942093729972839,0.4806581437587738,0.43481895327568054,0.5652139186859131,0.4592224955558777,0.39779072999954224,0.41147446632385254,0.4464944899082184,0.5406203269958496,0.46789366006851196,0.5140628814697266,0.5881556868553162,0.4379650950431824,0.6225619316101074,0.5439981818199158,0.5525918006896973,0.3881690502166748,0.5173464417457581,0.4292619824409485,0.5091648101806641
2004243,0.4359309673309326,0.37620773911476135,0.4222777783870697,0.5462048053741455,0.4415484666824341,0.4057801365852356,0.513664960861206,0.49638834595680237,0.44663140177726746,0.40213313698768616,0.393170028924942,0.5026987791061401,0.4769936203956604,0.46086251735687256,0.5213728547096252,0.4190676808357239,0.5850958824157715,0.5174769163131714,0.5203048586845398,0.3637728691101074,0.5061178803443909,0.41622433066368103,0.5354861617088318
2004244,0.4186815917491913,0.395049512386322,0.4534701704978943,0.5707144737243652,0.4824122190475464,0.41818028688430786,0.538550078868866,0.4911128282546997,0.4260926842689514,0.3994503617286682,0.4245472252368927,0.5220919251441956,0.45913636684417725,0.4960409700870514,0.5519763231277466,0.4290868043899536,0.6007227897644043,0.5278321504592896,0.5241968631744385,0.3769065737724304,0.5176907181739807,0.4140351414680481,0.5328599214553833
2042108,0.4505867660045624,0.5133894681930542,0.5446450710296631,0.5689869523048401,0.3865441083908081,0.4677093029022217,0.6239578723907471,0.5127715468406677,0.3976338803768158,0.49195191264152527,0.5328466892242432,0.5595182180404663,0.4866022765636444,0.5085142850875854,0.4693203866481781,0.5251293778419495,0.534053385257721,0.4726404547691345,0.5597269535064697,0.3554885685443878,0.47244957089424133,0.5130710005760193,0.5273829698562622
2042109,0.4439125657081604,0.5107403993606567,0.5355212092399597,0.5648771524429321,0.3870391845703125,0.4402024745941162,0.6143728494644165,0.4912353456020355,0.419950395822525,0.49660518765449524,0.536541223526001,0.5719081163406372,0.49445369839668274,0.5208981037139893,0.45107221603393555,0.5334029197692871,0.5566479563713074,0.4917256534099579,0.5507586598396301,0.40599414706230164,0.4959516227245331,0.5017988085746765,0.5424699783325195
2042289,0.4510772228240967,0.47203418612480164,0.5293855667114258,0.5707994103431702,0.37115931510925293,0.43724969029426575,0.5835779309272766,0.5296546220779419,0.3687540888786316,0.4883069396018982,0.5219051837921143,0.5290816426277161,0.48594558238983154,0.4986434280872345,0.4761067032814026,0.503208339214325,0.5117262005805969,0.4839877188205719,0.5679714679718018,0.34546521306037903,0.46979403495788574,0.5270734429359436,0.5156980752944946
2042290,0.44881460070610046,0.500128448009491,0.5282077193260193,0.5755020976066589,0.3748849928379059,0.439877986907959,0.5935834646224976,0.5091331601142883,0.3883002996444702,0.4947734773159027,0.527820885181427,0.5545591115951538,0.4765036404132843,0.5045953989028931,0.4553990662097931,0.5088474750518799,0.5219078660011292,0.47935613989830017,0.5601177215576172,0.34359845519065857,0.47433748841285706,0.521148145198822,0.5428051352500916
2042470,0.45132991671562195,0.4295709431171417,0.48566699028015137,0.5757139921188354,0.36728206276893616,0.41154369711875916,0.5971853733062744,0.5175442695617676,0.37501466274261475,0.4763793349266052,0.5099064111709595,0.5187920331954956,0.5001764893531799,0.5023047924041748,0.508147120475769,0.49482262134552,0.5234168767929077,0.5126804113388062,0.5510051846504211,0.3744456171989441,0.4806068241596222,0.5211814045906067,0.48258882761001587
2042471,0.4611041247844696,0.4516068994998932,0.5001402497291565,0.5712440609931946,0.35647282004356384,0.40537840127944946,0.5946751832962036,0.5268639922142029,0.36888229846954346,0.48642733693122864,0.5199363231658936,0.5397170782089233,0.47881603240966797,0.5002451539039612,0.4755331575870514,0.5056377053260803,0.5085442662239075,0.5098202228546143,0.5538889765739441,0.36371809244155884,0.4687865972518921,0.5266259908676147,0.5150922536849976
2042651,0.4468800127506256,0.39823317527770996,0.4605098366737366,0.5833567380905151,0.39082223176956177,0.40160349011421204,0.5820531845092773,0.5092445015907288,0.3738345205783844,0.45126694440841675,0.5310848951339722,0.5277775526046753,0.5384964346885681,0.4957970678806305,0.528617262840271,0.5096856951713562,0.5635698437690735,0.5234444737434387,0.5525296330451965,0.42774271965026855,0.5144241452217102,0.48894619941711426,0.46298331022262573
2042652,0.4570901691913605,0.41459205746650696,0.45786696672439575,0.5811712741851807,0.37214410305023193,0.3952513337135315,0.6005024313926697,0.520793080329895,0.382187157869339,0.47288909554481506,0.5187318921089172,0.5391865968704224,0.5057176947593689,0.4885719120502472,0.5030560493469238,0.5118528008460999,0.5236858129501343,0.5380048751831055,0.551007866859436,0.4159984290599823,0.4916181266307831,0.5043110847473145,0.46331167221069336
2042834,0.4784979522228241,0.4208691716194153,0.43799230456352234,0.5644851326942444,0.38620030879974365,0.38623878359794617,0.5832412242889404,0.5149227380752563,0.3794310688972473,0.4610368013381958,0.5149602293968201,0.5462704300880432,0.5374767184257507,0.4869707524776459,0.4783633053302765,0.524479866027832,0.528010904788971,0.5526398420333862,0.5361660718917847,0.45155206322669983,0.5186790227890015,0.48616060614585876,0.4513871669769287
2043557,0.47092053294181824,0.4281822741031647,0.4603925347328186,0.5908135771751404,0.447879821062088,0.43518373370170593,0.5481078028678894,0.4679325520992279,0.39023059606552124,0.4234694540500641,0.4537500739097595,0.537274181842804,0.4859294295310974,0.4985550045967102,0.5720704197883606,0.43831223249435425,0.6240748763084412,0.5395581126213074,0.6011387705802917,0.4019434154033661,0.5216797590255737,0.4428838789463043,0.5233926177024841
2043559,0.4528321921825409,0.43880289793014526,0.4577285349369049,0.5764746069908142,0.4204806685447693,0.43215909600257874,0.5623383522033691,0.4761848747730255,0.3701503574848175,0.4086901843547821,0.5036566853523254,0.5532242655754089,0.5079430341720581,0.5020872950553894,0.5190154314041138,0.5039395689964294,0.6504040360450745,0.558143138885498,0.5808244943618774,0.3910958468914032,0.5322234630584717,0.4507564604282379,0.5147988796234131
2043738,0.431656152009964,0.42528361082077026,0.4722301959991455,0.5625946521759033,0.47882190346717834,0.44828489422798157,0.5832194089889526,0.4760972261428833,0.426140695810318,0.4188059866428375,0.44635000824928284,0.52925705909729,0.4510187804698944,0.5193977355957031,0.5615133047103882,0.4306039810180664,0.612721860408783,0.5195518732070923,0.570367693901062,0.3829036355018616,0.5275425910949707,0.42563921213150024,0.5213879346847534
2043739,0.4438178539276123,0.4272388815879822,0.49096161127090454,0.6184541583061218,0.47282347083091736,0.43522462248802185,0.5528993606567383,0.4897620975971222,0.4136674702167511,0.4340962767601013,0.4632588326931,0.544285774230957,0.46119722723960876,0.5130029916763306,0.6068130731582642,0.4392622113227844,0.6559446454048157,0.537875771522522,0.6199590563774109,0.41128063201904297,0.5304957032203674,0.44717836380004883,0.5261996984481812
2043740,0.44633957743644714,0.41832345724105835,0.4840873181819916,0.5908668637275696,0.4479043781757355,0.443500280380249,0.5712097883224487,0.48718053102493286,0.3914732336997986,0.42543861269950867,0.488655149936676,0.5591908097267151,0.4869791567325592,0.5150637030601501,0.5867779850959778,0.4699976444244385,0.6613873243331909,0.5408853888511658,0.5912052392959595,0.4055159389972687,0.5109050869941711,0.44448375701904297,0.5118994116783142
2043921,0.4045810103416443,0.4254453182220459,0.5120412707328796,0.6197960376739502,0.4920481741428375,0.4497089385986328,0.5862027406692505,0.5027444958686829,0.4344274699687958,0.43484607338905334,0.4640730917453766,0.5451756119728088,0.4518057107925415,0.5320568084716797,0.6105562448501587,0.437816858291626,0.6734215617179871,0.5455719232559204,0.6010077595710754,0.4106127917766571,0.5257459878921509,0.43234017491340637,0.521159291267395
2074911,0.5046084523200989,0.3062632381916046,0.3950767517089844,0.49934473633766174,0.46711206436157227,0.4960881173610687,0.379839152097702,0.4202507734298706,0.29151642322540283,0.3201683759689331,0.41625913977622986,0.47951430082321167,0.40294432640075684,0.2302786260843277,0.481944739818573,0.46638646721839905,0.34923797845840454,0.3791883587837219,0.2496556043624878,0.20842216908931732,0.4034125506877899,0.5389980673789978,0.47057676315307617
2074912,0.5159148573875427,0.3241086006164551,0.3679333031177521,0.4837557375431061,0.3992263078689575,0.49681389331817627,0.32161378860473633,0.37463194131851196,0.25281137228012085,0.49401992559432983,0.4121755361557007,0.41062432527542114,0.4063561260700226,0.24166220426559448,0.42209622263908386,0.45767343044281006,0.28730908036231995,0.3360554873943329,0.12761598825454712,0.23364511132240295,0.46240660548210144,0.47030219435691833,0.4104331433773041
2074913,0.5896047949790955,0.32628026604652405,0.3778168857097626,0.39074453711509705,0.36393919587135315,0.4807887077331543,0.32601574063301086,0.290627121925354,0.2246939241886139,0.36851397156715393,0.3391619026660919,0.42473891377449036,0.44316452741622925,0.24560973048210144,0.34851109981536865,0.42863938212394714,0.24356546998023987,0.3176535665988922,0.06985656172037125,0.2024431824684143,0.4727744460105896,0.4371695816516876,0.3743167221546173
2075092,0.5482441186904907,0.321960985660553,0.3625889718532562,0.5485144257545471,0.4976617693901062,0.5450746417045593,0.425064355134964,0.4544939398765564,0.3913796544075012,0.3670927584171295,0.4591440260410309,0.5243645906448364,0.3930852711200714,0.345947802066803,0.534648060798645,0.5496528148651123,0.41045430302619934,0.27941861748695374,0.3588264286518097,0.22574535012245178,0.4041402339935303,0.5600651502609253,0.5318581461906433
