nan -0.373 -0.441 0.418 -0.186 0.000 -0.293 -0.558 -0.187 -0.000 -0.054 -0.000 0.134 0.000 0.016 -0.050 0.036 -0.226 1.859 -0.000 0.000 0.000 -0.066 0.193 0.028 0.094 0.962 -0.000 -0.269 -0.000 0.000 -0.000 0.000 -0.000 0.000 nan 0.456 0.000 0.047 -0.000 -0.031 -0.000 -0.000 nan 0.000 nan 0.000 nan -0.000 -0.000 0.000 nan -0.000 0.000 0.000 -0.000 0.000 0.000 0.000 nan -0.724 -0.000 -0.000 -0.000 -0.000 -0.000 0.000 -0.000 -0.000 nan -0.000 nan -0.000 nan nan nan -0.000 nan -0.000 nan -0.000 nan 0.000 nan -0.000 -0.000 -0.000 nan 0.000 nan 0.000 -0.000 nan nan 0.000 -0.000 -0.000 -0.000 -0.000 -0.000 -0.000 -0.000 -0.000 -0.000 0.000 nan -0.000 nan nan nan nan nan nan nan nan nan nan nan nan nan -0.000 -0.000 -0.000 nan 0.000 -0.000 -0.000 nan -0.000 nan -0.000 -0.000 -0.000 nan -0.000 -0.000 -0.000 0.000 -0.000 nan -0.000 nan -0.000 -0.000 nan nan -0.000 nan -1.001 -0.000 -0.000 nan -0.000 nan -0.000 nan 0.000 nan nan -0.000 -0.000 nan -0.000 nan 0.000 -0.000 0.000 -0.000 -0.000 -0.000 -0.000 -0.000 -0.456 -0.000 0.000 nan 0.238 -0.229 0.000 -0.000 0.000 nan -0.000 -0.000 0.789 nan 0.000 nan -0.000 nan -0.000 nan nan nan -0.000 nan -0.000 nan -0.000 nan 0.000 nan nan nan 0.000 nan 0.000 nan -0.000 nan 0.000 nan -0.000 -0.000 -0.287 -0.000 nan nan -0.000 -0.000 0.142 0.000 0.000 nan 0.000 0.000 -0.403 0.000 -0.160 0.000 -0.203 0.000 0.000 0.000 -0.659 -0.000 -0.000 -0.000 -0.391 0.000 -0.311 nan 0.155 -0.000 0.361 0.000
-0.373 nan -0.291 0.229 -0.000 0.699 0.324 -0.539 -0.199 0.316 -0.000 -0.306 0.000 -0.307 -0.000 -0.250 -0.596 0.735 -0.000 -0.270 -0.000 0.000 0.251 0.066 -0.438 0.009 nan -0.160 -0.000 -0.152 0.000 0.000 0.000 -0.415 nan 0.000 -0.000 0.515 -0.000 -0.138 -0.000 0.132 0.000 -0.000 -0.000 -0.000 -0.000 0.427 nan -0.000 0.000 -0.000 -0.000 0.000 -0.000 -0.306 -0.000 -0.000 0.000 0.000 -0.000 -0.296 -0.000 0.400 nan 0.016 nan 0.908 nan nan nan 0.000 nan 0.000 nan -0.000 nan nan nan -0.000 nan -0.000 nan -0.000 -0.000 0.000 nan -0.000 nan 0.000 nan -0.000 nan -0.000 nan nan -0.000 nan nan 0.000 nan -0.000 nan -0.000 nan 0.000 nan -0.000 nan nan nan -0.000 nan -0.000 -0.000 -0.000 nan nan nan -0.000 nan 0.000 nan -0.000 nan 0.000 nan -0.000 nan -0.000 nan -0.000 nan -0.000 -0.000 0.000 -0.000 -0.000 nan 0.000 nan -0.000 0.000 -0.000 nan 0.000 -0.000 -0.000 -0.000 -0.610 0.000 0.040 nan -0.225 nan 0.000 nan 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 nan -0.000 -0.000 -0.000 -0.000 -0.171 -0.000 -0.348 -0.000 -0.000 0.113 -0.012 0.000 0.000 nan 0.000 -0.000 0.453 0.000 0.331 nan -0.000 nan nan nan 0.000 nan -0.000 nan nan nan -0.000 nan -0.000 nan 0.000 nan -0.000 nan nan nan 0.000 nan -0.187 nan -0.000 nan -0.000 -0.000 0.115 nan 0.000 -0.000 -0.000 0.000 0.128 -0.000 -0.000 -0.000 -0.443 -0.000 -0.308 -0.000 0.110 0.000 -0.110 -0.000 0.094 0.000 -0.403 0.000 -0.427 -0.000 0.090 -0.000 0.000 0.000 -0.046 0.000 0.517
-0.441 -0.291 nan 0.361 -0.598 0.000 1.011 -0.000 0.063 0.000 -0.260 -0.592 -0.241 0.000 0.492 0.093 -0.285 -0.000 0.357 0.000 1.355 0.000 -0.846 -0.350 -0.895 -0.000 -0.055 -0.000 -0.590 -0.000 -0.284 -0.000 0.608 0.000 -0.000 -0.000 0.193 -0.000 -0.791 -0.000 -0.000 -0.000 -0.000 -0.000 -0.000 nan -0.000 -0.000 -0.000 nan 0.000 nan -0.000 -0.000 -0.662 -0.000 0.000 nan 0.000 0.000 -0.000 0.000 -0.000 -0.000 -0.000 nan 0.000 0.000 nan nan -0.000 nan 0.000 nan -0.000 nan nan nan nan nan 0.000 -0.000 -0.000 -0.000 0.000 -0.000 nan -0.000 nan -0.000 -0.000 -0.000 nan nan nan nan 0.000 nan 0.000 nan -0.000 nan -0.000 nan 0.000 nan -0.000 nan nan nan nan nan nan nan -0.000 -0.000 nan nan nan nan nan -0.000 -0.000 nan -0.000 nan -0.000 nan -0.000 nan -0.000 nan -0.000 nan -0.039 nan -0.000 -0.000 0.000 nan 0.000 -0.000 -0.000 0.000 nan -0.000 -0.275 nan -0.229 -0.000 -0.148 -0.000 0.000 nan 0.000 -0.000 nan -0.000 -0.000 nan -0.000 nan 0.000 nan 0.000 -0.000 0.000 nan -0.000 nan -0.000 nan -0.434 -0.000 0.000 nan 0.282 -0.732 -0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 0.000 0.000 nan nan -0.000 nan -0.000 nan -0.000 nan -0.000 nan -0.000 nan 0.000 nan nan nan -0.000 nan 0.000 nan -0.489 0.000 0.000 nan -0.000 nan 0.000 -0.000 0.000 -0.000 0.000 -0.000 -0.216 0.000 -0.000 -0.000 0.071 -0.000 -0.417 -0.000 -0.412 -0.000 0.166 -0.000 -0.000 -0.000 0.000 0.000 -0.000 -0.000 -0.004 -0.000 0.000 0.000 0.305 -0.000 -0.147 -0.000
0.418 0.229 0.361 nan 0.000 -0.047 0.000 0.386 0.000 0.000 -0.242 -0.000 -0.000 -0.000 0.000 0.445 -0.000 -0.084 -0.000 0.054 0.000 0.739 -0.081 -0.180 -0.000 -0.317 -0.000 -0.431 -0.000 -0.428 -0.000 0.000 0.000 -0.322 -0.000 0.000 -0.000 -0.115 -0.000 0.169 -0.000 0.000 nan -0.000 -0.000 -0.000 nan 0.000 -0.000 -0.000 nan 0.000 nan -0.000 -0.000 -0.237 -0.000 -0.000 nan 0.000 0.000 0.000 -0.000 0.000 nan -0.000 -0.000 0.000 nan nan nan 0.000 nan -0.000 nan nan nan -0.000 nan nan nan 0.000 nan nan nan 0.000 nan 0.000 nan nan -0.000 0.000 nan nan nan 0.000 nan 0.000 nan 0.000 nan nan nan 0.000 nan nan nan -0.000 nan nan nan nan nan nan nan nan nan nan nan nan nan 0.000 nan 0.000 -0.000 -0.000 nan -0.000 nan -0.000 nan 0.000 nan 0.000 -0.000 0.000 nan 0.239 -0.000 0.000 nan 0.000 nan 0.000 nan 0.000 nan 0.000 nan -0.000 -0.000 -0.000 nan -0.000 nan -0.000 nan 0.000 nan 0.000 -0.000 0.000 nan -0.000 0.000 -0.000 -0.000 0.000 -0.000 0.000 nan 0.000 0.000 -0.108 0.000 -0.000 0.000 0.611 nan 0.000 -0.000 0.000 0.000 0.000 0.000 -0.000 nan nan nan -0.000 nan -0.000 nan -0.000 nan nan nan -0.000 nan -0.000 nan 0.000 nan 0.000 nan nan nan 0.000 nan 0.000 nan -0.000 nan -0.000 0.000 0.000 nan -0.000 0.000 -0.000 0.000 0.451 nan -0.000 nan -0.000 -0.000 0.196 0.000 0.090 0.000 0.000 -0.000 0.281 0.000 0.000 nan 0.000 -0.000 0.000 0.000 0.000 -0.000 0.000 0.000 0.433
-0.186 -0.000 -0.598 0.000 nan 0.488 0.000 nan 0.290 -0.000 -0.333 -0.157 -0.482 0.328 -0.077 0.180 0.000 -0.000 1.049 0.003 0.508 -0.071 -0.145 -0.787 0.000 -0.000 0.101 0.000 -0.000 0.000 -0.181 -0.000 0.719 0.000 1.025 -0.000 0.005 -0.000 -0.706 0.000 -0.317 -0.000 0.000 -0.000 0.000 0.000 0.252 nan -0.000 nan 0.313 -0.000 -0.000 nan -0.000 -0.000 -0.000 nan -0.000 -0.000 -0.000 -0.000 -0.000 nan 0.000 -0.000 -0.000 nan -0.000 nan -0.000 nan 0.000 nan -0.000 nan nan nan nan nan -0.000 nan nan nan 0.000 -0.000 -0.000 nan nan nan nan nan nan nan -0.000 nan nan nan 0.000 nan -0.000 nan nan nan -0.000 nan nan nan nan nan nan nan nan nan -0.000 -0.000 nan nan -0.000 nan 0.000 nan -0.000 nan -0.000 nan -0.000 nan nan nan 0.000 nan -0.000 nan 0.000 nan 0.000 nan 0.000 -0.000 0.000 nan -0.000 -0.000 0.000 nan 0.000 nan 0.026 nan 0.000 -0.000 -0.000 nan -0.000 nan nan -0.000 0.000 nan -0.000 nan 0.000 -0.000 0.000 -0.000 -0.143 0.000 -0.000 -0.000 -0.000 nan -0.611 -0.000 0.000 nan -0.090 -0.542 -0.028 -0.000 -0.000 nan -0.000 -0.000 0.358 nan -0.000 -0.000 nan nan nan nan nan nan nan nan 0.000 nan nan nan 0.000 nan -0.000 nan nan nan 0.000 nan -0.000 nan -0.000 -0.000 nan nan -0.000 0.000 0.000 nan -0.000 0.000 -0.470 -0.000 -0.000 nan 0.000 0.000 -0.173 -0.000 -0.181 -0.000 -0.397 -0.000 -0.000 0.000 -0.000 -0.000 -0.261 -0.000 -0.000 -0.000 0.000 nan -0.316 -0.000 -0.509 -0.000
0.000 0.699 0.000 -0.047 0.488 nan -0.000 0.024 0.000 -0.000 0.167 0.024 -0.100 -0.635 0.064 -0.149 -0.000 -0.000 -0.282 0.933 0.071 0.516 -0.220 -0.368 0.000 -0.000 -0.000 -0.564 0.000 -0.000 -0.000 -0.476 0.000 -0.338 0.000 -0.592 -0.000 -0.570 -0.000 0.000 -0.000 -0.730 -0.000 0.000 0.000 0.000 0.000 -0.421 -0.000 0.000 -0.000 0.815 nan -0.000 nan 0.000 0.000 -0.000 nan -0.000 nan -0.000 nan -0.000 nan 0.000 nan -0.000 nan nan nan 0.000 nan -0.000 nan 0.000 nan nan -0.000 -0.000 nan -0.000 nan nan nan 0.000 nan -0.000 -0.000 0.000 -0.000 0.000 nan nan nan -0.000 nan 0.000 nan 0.000 nan -0.000 nan nan nan 0.000 -0.000 -0.000 nan nan nan nan nan nan -0.000 -0.000 nan nan nan -0.000 nan nan nan 0.000 nan -0.000 nan -0.000 nan 0.000 nan -0.000 nan -0.000 nan 0.000 0.000 0.000 nan 0.000 nan 0.000 -0.000 0.000 nan 0.000 nan -0.000 nan 0.000 nan 0.000 nan -0.000 -0.000 -0.000 nan -0.000 nan -0.000 nan -0.000 nan 0.000 -0.000 -0.000 0.000 -0.672 nan -0.000 nan -0.000 -0.000 -0.581 nan 0.000 -0.095 0.470 0.000 0.000 nan 0.000 nan 0.000 nan 0.000 0.000 0.000 nan nan nan -0.000 nan -0.000 nan nan nan 0.000 nan -0.000 nan -0.000 nan nan nan nan nan -0.000 nan 0.000 -0.000 0.000 nan -0.000 0.000 -0.000 nan 0.000 nan -0.000 0.000 -0.368 -0.000 -0.000 -0.000 0.148 -0.000 0.140 0.000 -0.133 0.000 0.133 -0.000 0.181 -0.000 -0.006 -0.000 -0.419 -0.000 -0.000 -0.000 0.000 -0.000 -0.000 0.000 0.293
-0.293 0.324 1.011 0.000 0.000 -0.000 nan 0.000 -0.391 -0.584 0.186 -0.000 -0.000 nan 0.000 0.000 -0.000 0.000 -0.000 nan 0.000 nan 1.250 0.000 -0.148 0.051 0.000 nan 0.000 0.000 0.000 nan 0.000 0.000 nan nan 0.000 -0.000 0.000 -0.000 -0.000 nan -0.000 -0.000 -0.000 -0.000 -0.000 nan -0.000 nan 0.000 -0.000 -0.133 -0.000 -0.632 -0.000 -0.218 -0.000 0.000 -0.000 -0.307 -0.000 0.063 -0.000 0.000 -0.000 -0.000 -0.000 -0.000 nan -0.000 -0.000 -0.000 0.000 nan nan -0.000 -0.000 -0.000 nan nan -0.000 nan nan 0.000 -0.000 nan nan nan nan 0.000 0.000 nan nan 0.000 -0.000 -0.000 nan -0.000 -0.000 -0.000 -0.000 nan nan 0.000 nan -0.000 nan nan nan nan nan nan nan nan -0.000 nan nan nan nan nan nan -0.000 nan 0.157 -0.000 -0.000 nan 0.000 -0.000 -0.159 -0.000 0.000 nan -0.000 -0.000 -0.000 -0.000 -0.000 nan 0.000 -0.000 -0.000 -0.000 -0.000 -0.000 0.000 nan -0.337 -0.000 0.000 -0.000 0.000 nan 0.000 0.000 -0.000 -0.000 -0.000 -0.000 -0.244 0.000 -0.000 nan -0.000 -0.000 0.000 -0.000 -0.000 0.000 -0.486 0.000 0.763 0.000 0.000 nan 0.000 0.042 -0.000 nan -0.000 nan -0.000 -0.000 -0.000 -0.000 -0.000 nan nan nan nan nan -0.000 nan nan nan nan nan 0.000 nan 0.000 -0.000 -0.000 nan nan nan 0.000 nan -0.000 nan 0.000 nan -0.000 nan -0.261 -0.000 -0.000 nan -0.000 0.000 -0.439 0.000 -0.537 0.000 -0.583 -0.000 0.094 -0.000 -0.583 0.000 0.351 0.000 -0.314 0.000 0.000 -0.000 -0.000 -0.000 -0.157 0.000 -0.146 -0.000 0.484 nan 0.069 0.000
-0.558 -0.539 -0.000 0.386 nan 0.024 0.000 nan 0.260 0.659 -0.000 -0.000 nan -0.000 0.000 -0.133 -0.000 -0.223 -0.000 -0.000 nan 0.000 0.000 -0.009 0.231 -0.219 nan -0.000 0.000 -0.126 nan 0.000 nan 0.000 nan -0.000 nan 0.000 -0.000 0.263 nan -0.000 nan -0.000 -0.000 -0.000 nan -0.000 nan -0.000 nan -0.000 0.000 0.176 0.000 -0.692 0.000 -0.370 nan 0.229 -0.000 0.095 -0.000 0.667 nan -0.000 0.000 -0.000 nan 0.000 -0.000 0.000 nan 0.000 nan nan nan -0.000 nan -0.000 nan -0.000 nan nan 0.000 -0.000 nan 0.000 nan -0.000 nan -0.000 nan nan nan nan nan 0.000 nan 0.000 nan nan nan nan nan 0.000 nan -0.000 nan nan nan nan nan nan -0.000 nan nan nan nan nan nan 0.000 nan nan -0.000 -0.000 nan 0.000 nan 0.000 -0.000 -0.000 nan 0.000 -0.000 -0.000 nan -0.286 nan 0.000 nan 0.000 nan -0.000 nan 0.000 nan 0.000 -0.000 0.000 -0.000 -0.000 nan -0.000 nan 0.000 nan 0.000 nan 0.000 0.000 0.000 nan 0.000 nan -0.000 -0.000 0.000 nan 0.000 0.000 -0.000 0.000 0.207 nan nan -0.000 0.374 nan nan nan 0.000 -0.000 0.000 -0.000 -0.000 0.000 -0.000 nan -0.000 nan 0.000 nan 0.000 nan nan nan -0.000 nan -0.000 nan 0.000 nan 0.000 nan nan nan -0.000 nan 0.071 0.000 -0.000 nan -0.000 -0.000 0.122 nan 0.000 -0.000 0.000 0.000 -0.378 -0.000 -0.072 -0.000 -0.319 -0.000 -0.021 0.000 0.533 -0.000 -0.259 -0.000 1.013 0.000 0.505 nan -0.000 -0.000 -0.103 -0.000 0.000 0.000 0.000 -0.000 0.583
-0.187 -0.199 0.063 0.000 0.290 0.000 -0.391 0.260 nan -0.248 0.740 nan 0.191 nan -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 nan 0.000 -0.000 0.000 0.554 0.000 nan -0.000 nan -0.000 nan 0.000 nan nan nan 0.000 -0.000 0.000 0.000 0.000 nan -0.000 nan -0.000 -0.000 0.000 nan -0.000 nan 0.000 nan -0.310 -0.000 0.286 -1.254 -0.373 -0.000 0.270 -0.000 0.076 -0.000 0.243 -0.682 -0.058 -0.000 -0.167 -0.000 nan nan nan nan 0.000 nan -0.000 nan -0.000 nan nan nan 0.000 nan nan nan 0.000 -0.000 -0.000 -0.000 nan nan nan nan nan nan -0.000 -0.000 -0.000 0.000 0.000 -0.000 0.000 nan -0.000 nan -0.000 nan 0.000 nan nan nan nan nan nan nan nan -0.000 nan nan nan nan nan -0.000 nan nan 0.110 nan 0.000 nan 0.000 -0.000 -0.246 nan -0.000 nan -0.000 nan -0.000 -0.000 0.000 nan -0.000 -0.000 0.000 -0.000 -0.000 nan -0.333 nan -0.804 nan -0.000 nan 0.005 nan -0.000 -0.000 -0.000 -0.000 0.000 -0.000 -0.000 -0.000 -0.000 nan -0.000 nan 0.000 nan 0.000 -0.000 0.149 -0.000 0.809 0.000 0.000 -0.000 -0.175 -0.332 0.000 nan 0.000 nan -0.000 -0.000 0.012 -0.000 0.000 nan -0.000 nan nan nan nan nan nan nan -0.000 nan nan nan -0.000 nan -0.000 nan 0.000 nan 0.000 -0.000 -0.000 nan -0.000 0.000 nan nan -0.120 0.000 0.000 nan 0.000 -0.000 -0.283 0.000 -0.451 -0.000 0.026 -0.000 0.742 -0.000 0.069 0.000 0.473 -0.000 0.328 0.000 -0.000 0.000 -0.000 0.000 -0.198 -0.000 0.058 -0.000 -0.202 -0.000 0.278 -0.000
-0.000 0.316 0.000 0.000 -0.000 -0.000 -0.584 0.659 -0.248 nan nan -0.313 nan -0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 0.000 0.000 0.000 -0.231 0.000 0.000 -0.000 0.000 0.000 nan 0.000 nan 0.000 nan -0.000 0.000 0.000 0.000 0.000 nan -0.000 nan -0.000 -0.000 -0.000 nan 0.000 -0.000 -0.000 nan -0.000 0.225 -0.062 -0.515 -0.258 0.000 0.287 0.000 0.358 0.000 0.044 -0.076 0.545 0.000 0.546 0.000 0.512 nan nan nan nan nan -0.000 nan -0.000 nan -0.000 nan -0.000 -0.000 0.000 nan nan nan 0.000 nan -0.000 nan -0.000 -0.000 nan nan nan nan -0.000 nan 0.000 nan -0.000 nan -0.000 nan nan nan 0.000 nan 0.000 nan nan nan nan nan nan -0.000 nan nan nan nan nan nan 0.000 nan -0.000 nan 0.146 0.000 0.000 -0.000 0.000 -0.000 0.305 nan 0.000 nan -0.000 0.000 -0.353 -0.000 0.000 nan nan nan -0.000 nan 0.000 -0.000 0.000 -0.000 -0.739 -0.000 0.275 nan 0.000 0.000 0.000 -0.000 -0.000 -0.000 0.000 -0.000 -0.000 -0.000 0.000 -0.000 -0.000 nan -0.000 -0.000 0.000 -0.000 0.865 -0.000 0.343 0.000 0.000 -0.155 0.036 nan 0.000 nan -0.000 -0.000 -0.102 -0.000 -0.260 nan -0.000 nan nan nan -0.000 nan 0.000 nan nan nan -0.000 nan -0.000 -0.000 0.000 nan nan nan 0.000 nan 0.000 nan -0.085 nan 0.000 nan 0.000 -0.000 -0.094 nan -0.000 0.000 0.000 0.000 -0.277 -0.000 0.000 0.000 0.500 -0.000 -0.332 0.000 -0.090 -0.000 0.027 0.000 0.082 0.000 -0.160 nan -0.000 0.000 0.209 -0.000 -0.000 -0.000 0.000 -0.000 0.240
