roi,statistic,p_value
0,2.774193548387023,0.24979947719341475
1,0.5000000000000443,0.7788007830713877
2,1.2799999999999274,0.5272924240430676
3,3.894736842105179,0.14264897010923877
4,2.000000000000177,0.3678794411714098
5,1.0270270270270392,0.5983894316362419
6,1.4000000000000075,0.49658530379140764
7,0.29629629629627946,0.862303356833266
8,0.5000000000000443,0.7788007830713877
9,4.800000000000077,0.090717953289409
10,0.39999999999980307,0.8187307530780625
11,1.6842105263156935,0.4308026151974562
12,2.2142857142856815,0.3305019045274545
13,5.157894736841949,0.0758538081271405
14,1.7857142857142774,0.409484125152366
15,0.8888888888888384,0.6411803884299707
16,1.2727272727272796,0.5292133415000486
17,1.5135135135134274,0.46918564525490125
18,1.1666666666666732,0.5580351457700453
19,0.2857142857141449,0.8668778997502427
20,1.4000000000000075,0.49658530379140764
21,0.9999999999999432,0.6065306597126507
22,0.17391304347825098,0.916716952025491
23,1.0769230769232172,0.5836454781435331
24,4.421052631578972,0.10964292652341125
25,6.49999999999991,0.038774207831723764
26,3.4285714285714826,0.18009231214794755
27,2.3333333333333464,0.3114032239145957
28,0.42105263157892336,0.8101577349324365
29,6.090909090909102,0.04757468221649244
30,4.200000000000022,0.12245642825298055
31,8.31578947368415,0.015640450548327554
32,3.500000000000018,0.17377394345044353
33,1.5200000000000182,0.4676664270099049
34,2.888888888888822,0.2358770829857079
35,1.0400000000000456,0.594520547970181
36,3.199999999999992,0.20189651799465624
37,2.324324324324263,0.31280910516147653
38,4.800000000000077,0.090717953289409
39,0.33333333333316917,0.8464817248906835
40,2.3333333333333464,0.3114032239145957
41,0.4999999999997536,0.7788007830715009
42,4.333333333333233,0.11455884399269349
43,1.3333333333332578,0.5134171190326116
44,0.05714285714277918,0.971832875033019
45,0.8571428571429329,0.6514390575310309
46,1.9999999999998859,0.3678794411714634
47,2.999999999999975,0.2231301601484326
48,0.6666666666663383,0.7165313105739068
49,0.2857142857141449,0.8668778997502427
50,1.3333333333332578,0.5134171190326116
51,2.545454545454401,0.28006676082166915
52,2.0000000000000235,0.36787944117143806
53,1.9999999999999833,0.3678794411714454
54,0.39999999999980307,0.8187307530780625
55,0.6153846153845804,0.7351414805916974
56,0.33333333333316917,0.8464817248906835
57,4.157894736842076,0.1250617869228147
58,1.0400000000000456,0.594520547970181
59,0.45161290322586506,0.7978725136602004
60,0.5600000000000728,0.7557837414556979
61,0.25806451612901754,0.8789456120040188
62,0.6666666666667257,0.7165313105737681
63,1.0400000000000456,0.594520547970181
64,1.4000000000001813,0.49658530379136445
65,2.0000000000000107,0.3678794411714405
66,0.2857142857138959,0.8668778997503506
67,3.7142857142858765,0.1561180453159584
68,0.4999999999997536,0.7788007830715009
69,0.33333333333316917,0.8464817248906835
70,1.5999999999999095,0.449328964117242
71,0.0,1.0
72,3.500000000000018,0.17377394345044353
73,2.8000000000000163,0.24659696394160444
74,3.0000000000002673,0.22313016014839998
75,1.9999999999990126,0.367879441171624
76,0.9999999999995081,0.6065306597127826
77,2.3333333333333464,0.3114032239145957
78,3.9999999999997753,0.13533528323662788
79,0.4999999999997536,0.7788007830715009
80,0.39999999999980307,0.8187307530780625
81,0.2857142857141449,0.8668778997502427
82,0.2857142857141449,0.8668778997502427
83,5.99999999999995,0.04978706836786518
84,3.500000000000018,0.17377394345044353
85,0.7368421052632536,0.691825825270484
86,3.2499999999999236,0.19691167520420153
87,1.9999999999990126,0.367879441171624
88,0.0,1.0
89,,
90,0.4999999999997536,0.7788007830715009
91,5.99999999999995,0.04978706836786518
92,0.9285714285714691,0.6285839333986125
93,0.9999999999995081,0.6065306597127826
94,1.0000000000000886,0.6065306597126066
95,0.06451612903217004,0.9682566771439531
96,1.5999999999999095,0.449328964117242
97,1.9999999999998859,0.3678794411714634
98,1.0769230769232172,0.5836454781435331
99,1.0000000000000886,0.6065306597126066
100,0.0,1.0
101,4.785714285714294,0.09136825842348636
102,0.39999999999980307,0.8187307530780625
103,0.33333333333316917,0.8464817248906835
104,6.399999999999987,0.040762203978366475
105,0.4999999999997536,0.7788007830715009
106,0.4999999999997536,0.7788007830715009
107,0.28571428571426943,0.8668778997501887
108,1.9999999999990126,0.367879441171624
109,3.0000000000002673,0.22313016014839998
110,2.3333333333333464,0.3114032239145957
111,3.9999999999997753,0.13533528323662788
112,0.7368421052632536,0.691825825270484
113,0.6666666666663383,0.7165313105739068
114,0.0,1.0
115,,
116,,
117,,
118,0.8750000000001137,0.6456485264278553
119,8.000000000000094,0.01831563888873332
120,2.000000000000177,0.3678794411714098
121,5.99999999999995,0.04978706836786518
122,0.4999999999997536,0.7788007830715009
123,0.33333333333316917,0.8464817248906835
124,1.750000000000009,0.41686201967850667
125,0.4999999999997536,0.7788007830715009
126,5.09677419354835,0.07820770578979112
127,0.5454545454545936,0.7613003866968553
128,0.9999999999995081,0.6065306597127826
129,0.39999999999980307,0.8187307530780625
130,1.2799999999999274,0.5272924240430676
131,3.2499999999999236,0.19691167520420153
132,3.0000000000000466,0.22313016014842463
133,1.9999999999998859,0.3678794411714634
134,1.5555555555555642,0.4594258240359248
135,0.500000000000065,0.7788007830713796
136,3.297297297297322,0.19230961095932508
137,0.8837209302325688,0.6428393277086264
138,0.6666666666667257,0.7165313105737681
139,5.157894736841949,0.0758538081271405
140,0.05128205128198132,0.9746849137081862
141,0.35000000000004544,0.8394570207691883
142,2.0000000000000107,0.3678794411714405
143,5.090909090909118,0.07843739051712961
144,3.499999999999801,0.17377394345046243
145,0.5600000000000728,0.7557837414556979
146,1.4000000000000075,0.49658530379140764
147,0.22222222222211277,0.8948393168144188
148,0.2857142857141449,0.8668778997502427
149,2.0000000000000107,0.3678794411714405
150,2.2142857142856815,0.3305019045274545
151,0.21621621621620393,0.8975305608544655
152,0.4999999999997536,0.7788007830715009
153,0.6666666666663383,0.7165313105739068
154,1.900000000000023,0.3867410234544968
155,1.6842105263156935,0.4308026151974562
156,3.0000000000002673,0.22313016014839998
157,1.0000000000000886,0.6065306597126066
158,0.39999999999980307,0.8187307530780625
159,7.8181818181817695,0.020058727982722104
160,2.642857142857086,0.2667539525631925
161,0.9999999999995081,0.6065306597127826
162,0.39999999999980307,0.8187307530780625
163,0.2857142857141449,0.8668778997502427
164,0.4999999999997536,0.7788007830715009
165,4.666666666666693,0.09697196786440376
166,0.2857142857141449,0.8668778997502427
167,1.1428571428570777,0.5647181220077776
168,0.6153846153845804,0.7351414805916974
169,1.7857142857142774,0.409484125152366
170,2.3750000000000284,0.30498276871105495
171,0.39999999999980307,0.8187307530780625
172,0.42857142857146646,0.8071177470053741
173,1.1875000000000142,0.5522524501630165
174,0.8571428571429329,0.6514390575310309
175,0.0,1.0
176,0.8275862068965048,0.6611377242318708
177,1.2173913043477569,0.5440600500081576
178,0.7500000000000662,0.6872892787909494
179,0.8571428571429329,0.6514390575310309
180,7.644444444444476,0.0218791265504644
181,2.0476190476189933,0.35922385840537274
182,1.2727272727272796,0.5292133415000486
183,1.9999999999990126,0.367879441171624
184,1.2799999999999274,0.5272924240430676
185,1.3684210526316385,0.5044883526787063
186,1.4000000000000075,0.49658530379140764
187,5.99999999999995,0.04978706836786518
188,1.9999999999990126,0.367879441171624
189,0.6666666666663383,0.7165313105739068
190,0.6666666666663383,0.7165313105739068
191,0.7368421052632536,0.691825825270484
192,0.39999999999980307,0.8187307530780625
193,0.0,1.0
194,0.6666666666663383,0.7165313105739068
195,0.2857142857141449,0.8668778997502427
196,0.33333333333316917,0.8464817248906835
197,4.526315789473564,0.10402147666804386
198,2.000000000000177,0.3678794411714098
199,0.22222222222211277,0.8948393168144188
200,0.8888888888888384,0.6411803884299707
201,2.4000000000000377,0.3011942119121964
202,4.750000000000056,0.09301448921066087
203,0.7368421052632536,0.691825825270484
204,0.4999999999997536,0.7788007830715009
205,0.2857142857141449,0.8668778997502427
206,0.7368421052632536,0.691825825270484
207,2.3333333333333464,0.3114032239145957
208,0.6363636363637192,0.7274705090242535
209,6.749999999999942,0.03421811831166702
210,0.4444444444444192,0.8007374029168182
211,0.3783783783784275,0.8276299132500504
212,1.2000000000000064,0.5488116360940247
213,0.9999999999999429,0.6065306597126507
214,0.8059701492537246,0.6683220742054545
215,1.6153846153846239,0.4458858472053949
216,1.5999999999999095,0.449328964117242
217,2.000000000000177,0.3678794411714098
218,4.647058823529378,0.0979273490203229
219,1.3333333333332575,0.5134171190326117
220,0.9545454545454597,0.6204732862287318
221,0.7000000000000911,0.7046880897186814
222,4.159999999999973,0.12493021219858412
223,1.9999999999990126,0.367879441171624
224,2.000000000000177,0.3678794411714098
