roi,statistic,p_value
0,4.2608695652173765,0.11878563669440972
1,4.521739130434753,0.10425978464335212
2,4.173913043478251,0.12406414835017408
3,5.47826086956519,0.06462651944020957
4,10.782608695652186,0.004556026814740878
5,1.826086956521749,0.4013010126611172
6,1.3913043478260647,0.49874907076230013
7,0.7826086956521863,0.6761743325317434
8,0.34782608695650197,0.8403699701309062
9,1.826086956521749,0.4013010126611172
10,0.08695652173912549,0.9574533680683832
11,1.826086956521749,0.4013010126611172
12,0.6086956521738784,0.7376042638218393
13,3.2173913043478137,0.20014850716070218
14,4.2608695652173765,0.11878563669440972
15,0.34782608695650197,0.8403699701309062
16,0.08695652173912549,0.9574533680683832
17,1.1304347826086882,0.5682366036329867
18,1.826086956521749,0.4013010126611172
19,4.2608695652173765,0.11878563669440972
20,2.695652173913061,0.25980443944554016
21,1.652173913043498,0.4377589088697885
22,5.47826086956519,0.06462651944020957
23,6.869565217391312,0.03223241651740532
24,1.1304347826086882,0.5682366036329867
25,2.173913043478251,0.33724132002352547
26,1.3913043478260647,0.49874907076230013
27,0.2608695652173765,0.8777137332821888
28,0.6086956521738784,0.7376042638218393
29,0.6086956521738784,0.7376042638218393
30,7.304347826086939,0.025934687696119472
31,6.608695652173878,0.03672315391132588
32,0.34782608695650197,0.8403699701309062
33,1.1304347826086882,0.5682366036329867
34,0.08695652173912549,0.9574533680683832
35,2.173913043478251,0.33724132002352547
36,0.08695652173912549,0.9574533680683832
37,1.652173913043498,0.4377589088697885
38,0.34782608695650197,0.8403699701309062
39,1.1304347826086882,0.5682366036329867
40,1.1304347826086882,0.5682366036329867
41,3.3913043478260647,0.18347952943681112
42,1.1304347826086882,0.5682366036329867
43,0.0,1.0
44,1.652173913043498,0.4377589088697885
45,0.08695652173912549,0.9574533680683832
46,0.34782608695650197,0.8403699701309062
47,4.173913043478251,0.12406414835017408
48,0.7826086956521863,0.6761743325317434
49,6.608695652173878,0.03672315391132588
50,2.173913043478251,0.33724132002352547
51,0.6086956521738784,0.7376042638218393
52,1.1304347826086882,0.5682366036329867
53,3.2173913043478137,0.20014850716070218
54,1.652173913043498,0.4377589088697885
55,3.2173913043478137,0.20014850716070218
56,1.652173913043498,0.4377589088697885
57,0.6086956521738784,0.7376042638218393
58,0.2608695652173765,0.8777137332821888
59,0.7826086956521863,0.6761743325317434
60,0.6086956521738784,0.7376042638218393
61,0.2608695652173765,0.8777137332821888
62,6.869565217391312,0.03223241651740532
63,5.47826086956519,0.06462651944020957
64,0.2608695652173765,0.8777137332821888
65,8.956521739130437,0.011353140587731987
66,3.3913043478260647,0.18347952943681112
67,2.695652173913061,0.25980443944554016
68,0.08695652173912549,0.9574533680683832
69,1.3913043478260647,0.49874907076230013
70,0.7826086956521863,0.6761743325317434
71,1.652173913043498,0.4377589088697885
72,0.34782608695650197,0.8403699701309062
73,1.3913043478260647,0.49874907076230013
74,0.7826086956521863,0.6761743325317434
75,3.1304347826086882,0.2090425641976615
76,0.08695652173912549,0.9574533680683832
77,0.08695652173912549,0.9574533680683832
78,1.826086956521749,0.4013010126611172
79,3.3913043478260647,0.18347952943681112
80,3.3913043478260647,0.18347952943681112
81,4.2608695652173765,0.11878563669440972
82,4.2608695652173765,0.11878563669440972
83,0.34782608695650197,0.8403699701309062
84,1.0434782608695627,0.5934874977560287
85,1.0434782608695627,0.5934874977560287
86,0.08695652173912549,0.9574533680683832
87,1.1304347826086882,0.5682366036329867
88,1.3913043478260647,0.49874907076230013
89,2.173913043478251,0.33724132002352547
90,1.3913043478260647,0.49874907076230013
91,1.0434782608695627,0.5934874977560287
92,0.2608695652173765,0.8777137332821888
93,1.826086956521749,0.4013010126611172
94,1.1304347826086882,0.5682366036329867
95,0.6086956521738784,0.7376042638218393
96,2.4347826086956275,0.296001338014862
97,5.826086956521749,0.05431018621163179
98,1.826086956521749,0.4013010126611172
99,0.7826086956521863,0.6761743325317434
100,0.34782608695650197,0.8403699701309062
101,0.6086956521738784,0.7376042638218393
102,3.2173913043478137,0.20014850716070218
103,2.4347826086956275,0.296001338014862
104,0.34782608695650197,0.8403699701309062
105,1.826086956521749,0.4013010126611172
106,0.6086956521738784,0.7376042638218393
107,1.652173913043498,0.4377589088697885
108,5.826086956521749,0.05431018621163179
109,0.6086956521738784,0.7376042638218393
110,3.3913043478260647,0.18347952943681112
111,0.7826086956521863,0.6761743325317434
112,1.652173913043498,0.4377589088697885
113,2.695652173913061,0.25980443944554016
114,2.347826086956502,0.30915483498901947
115,,
116,,
117,,
118,1.826086956521749,0.4013010126611172
119,4.2608695652173765,0.11878563669440972
120,0.08695652173912549,0.9574533680683832
121,2.4347826086956275,0.296001338014862
122,0.34782608695650197,0.8403699701309062
123,3.7391304347826235,0.1541906866724413
124,0.08695652173912549,0.9574533680683832
125,2.4347826086956275,0.296001338014862
126,0.6086956521738784,0.7376042638218393
127,9.47826086956519,0.008746248313037214
128,2.347826086956502,0.30915483498901947
129,0.7826086956521863,0.6761743325317434
130,4.173913043478251,0.12406414835017408
131,3.7391304347826235,0.1541906866724413
132,4.173913043478251,0.12406414835017408
133,0.08695652173912549,0.9574533680683832
134,9.739130434782624,0.00767670225904872
135,9.652173913043498,0.008017834095185342
