,subject,slope,R²
0,sub-pl007,-0.21223753900096487,0.07398034712332195
1,sub-pl010,-0.03050188117352015,0.0023297019670612284
2,sub-pl012,-0.2090289734737387,0.03792651624090647
3,sub-pl013,0.26027444823746104,0.1218061791292579
4,sub-pl014,0.6801892245160862,0.39822909360061065
5,sub-pl017,-0.4589258525173291,0.33042981119849874
6,sub-pl019,-0.3761027650357504,0.1601789625816098
7,sub-pl027,-0.13757591717268453,0.053058221144131376
8,sub-pl030,-0.3228654150433126,0.15877927587608398
9,sub-pl031,-0.048154584130259005,0.0030908664598686742
10,sub-pl032,0.348375118710081,0.12822953780805416
11,sub-pl034,0.20834213277252894,0.09243468639219413
12,sub-pl035,-0.16175101654915638,0.06264399404394531
13,sub-pl036,0.13852820258779222,0.03314681518394749
14,sub-pl038,-0.08615721534674683,0.013748533640916183
15,sub-pl042,0.006266669209155487,0.00010131848723841717
16,sub-pl047,0.854597049397251,0.5147477557152909
17,sub-pl049,-0.23327672774485478,0.07262276680815295
18,sub-pl050,0.3994284216109965,0.24923443960500305
19,sub-pl055,-0.1312317021653126,0.026881513960448238
20,sub-pl056,-0.23316789886223638,0.13834844602147697
21,sub-pl063,0.2657354240538758,0.11687120087958278
22,sub-pl064,-0.03004200941804779,0.001309034736168336
