,subject,slope,R²
0,sub-pl007,1.445883191786954,0.027267767173449
1,sub-pl010,1.6040123044141346,0.020724450339868666
2,sub-pl012,-5.827089849299776,0.08676087413502138
3,sub-pl013,-4.707858551762408,0.08838736272452598
4,sub-pl014,0.8887404434208087,0.010490132508503286
5,sub-pl016,0.46674147778378056,0.002893643835391878
6,sub-pl017,-1.76099962831246,0.012317910422403737
7,sub-pl019,2.627914960661564,0.06761888191232387
8,sub-pl027,2.712933936985359,0.07414889083182567
9,sub-pl030,1.5133008464486775,0.01490277120861088
10,sub-pl031,1.5168693561327427,0.020050266613116895
11,sub-pl032,1.3328864455195488,0.01597584380408417
12,sub-pl034,-2.1593487406477014,0.07309088125006484
13,sub-pl035,1.7909170818893085,0.04126178782750051
14,sub-pl036,-0.8205167758556895,0.007867950834568165
15,sub-pl038,-0.5972971631061634,0.0030614449944881216
16,sub-pl042,0.7910022354379774,0.00930721496281877
17,sub-pl047,-2.5783206434716406,0.06528107757825398
18,sub-pl049,-1.197280747658688,0.020555307679300226
19,sub-pl050,-2.609897965739978,0.09711465228669762
20,sub-pl055,2.779385710735571,0.05955647809404434
21,sub-pl056,2.1583293487938793,0.032679599175569396
22,sub-pl063,-0.16305427564786562,0.0003084938627274572
23,sub-pl064,0.3016164874924998,0.0010433744070540022
