,subject,slope
0,sub-pl007,-0.06667218782708358
1,sub-pl010,-0.022018440838005207
2,sub-pl012,0.01023476238171001
3,sub-pl013,0.09631888028420346
4,sub-pl014,-0.051173225688519175
5,sub-pl017,-0.03823996657217073
6,sub-pl019,-0.06273333616084739
7,sub-pl027,0.0002504317639176092
8,sub-pl030,-0.05099530687877742
9,sub-pl031,-0.00727980977776696
10,sub-pl032,-0.002195029046036612
11,sub-pl034,0.01224861482025804
12,sub-pl035,-0.019943472882122778
13,sub-pl036,0.06938130948382844
14,sub-pl038,-0.03500303415955851
15,sub-pl042,0.02228791389423434
16,sub-pl047,0.029752102993157538
17,sub-pl049,0.05342955785744915
18,sub-pl050,0.03854876666768271
19,sub-pl055,-0.10115505878762523
20,sub-pl056,-0.08978412375055042
21,sub-pl063,-0.04291881332680408
22,sub-pl064,-0.04783605592301646
