,subject,slope,R²
0,sub-pl007,-0.1802209219492677,0.05774921621636512
1,sub-pl010,-0.04250543104743296,0.0032591982185654466
2,sub-pl012,-0.14936800325342764,0.019121938708609842
3,sub-pl013,0.21973158968218498,0.07818382976838233
4,sub-pl014,0.7050621555520928,0.4360359291401996
5,sub-pl016,-0.2145589335169002,0.08464667778426503
6,sub-pl017,-0.5470071888792416,0.28225205927399283
7,sub-pl019,-0.34636506623087976,0.17920352479416887
8,sub-pl027,-0.04444304580672983,0.005160792744211545
9,sub-pl030,-0.2211927043119236,0.07740366505599948
10,sub-pl031,-0.08073288004070818,0.0061817759313912875
11,sub-pl032,0.5362445979822812,0.2988038619678995
12,sub-pl034,0.25239653039263066,0.1393131419567712
13,sub-pl035,-0.1594914236078919,0.06304708262787266
14,sub-pl036,0.14096297068248978,0.032298614896251354
15,sub-pl038,-0.010406812728249129,0.00021044611923757726
16,sub-pl042,0.054879434720155315,0.006563746984587361
17,sub-pl047,0.7399716143587122,0.42927642436852287
18,sub-pl049,-0.19442954345671246,0.0489730195980909
19,sub-pl050,0.4858352367282005,0.28158162221834304
20,sub-pl055,-0.09067121847238291,0.013977048088236889
21,sub-pl056,-0.2540423283355654,0.12542999249472922
22,sub-pl063,0.41304984078843054,0.231606667954266
23,sub-pl064,0.027769325583255705,0.0012242155933262996
