,subject,slope,R²
0,sub-pl007,1.9032736693610317,0.04098327464035025
1,sub-pl008,2.607184665718866,0.06141379148679195
2,sub-pl010,1.6306992479146087,0.024897317202906652
3,sub-pl012,-2.3647874160913904,0.02012780594223749
4,sub-pl013,-3.1566446341536856,0.07841253203641468
5,sub-pl014,1.3984503322850919,0.02528766331933493
6,sub-pl016,0.8656745542739216,0.012225424354701371
7,sub-pl017,3.68353465894625,0.06782797346505434
8,sub-pl019,2.76342481214989,0.06813928484668354
9,sub-pl027,0.014470993406978607,4.9971542796936734e-06
10,sub-pl030,1.8395946385125739,0.030305446324298536
11,sub-pl031,3.5278620465820576,0.07562742035031221
12,sub-pl032,0.3668044182514741,0.001968827234226203
13,sub-pl034,-1.667831123180728,0.03808749390351609
14,sub-pl035,1.2497681970500691,0.025118609618866784
15,sub-pl036,-3.4150356931437518,0.11235447061096986
16,sub-pl037,-5.262692942802796,0.12503967301057373
17,sub-pl038,0.675557775413716,0.005205505351598825
18,sub-pl039,0.2759309931529874,0.0012856844818251055
19,sub-pl042,-1.2550933331822722,0.03227237562084879
20,sub-pl047,-2.165220723820022,0.05410012873916616
21,sub-pl049,-1.2804034162816476,0.025576302401179207
22,sub-pl050,-0.5384898025776613,0.006082023885242772
23,sub-pl055,1.1614758780864023,0.012729199744396798
24,sub-pl056,2.4164291389838684,0.036528182952590076
25,sub-pl063,-0.8842473617939677,0.010733480354065584
26,sub-pl064,1.5889366003502206,0.03721096259971736
