roi,centrality
0,0.24802847575952286
1,0.5265736273770647
2,0.7133863890924749
3,-0.16912355342145685
4,-0.09597886128448944
5,-0.16796757196405937
6,-0.2680884821110776
7,-0.015128830633241346
8,0.1858598899582853
9,-0.04252390196328068
10,0.2521381344897461
11,1.189145953465513
12,-0.2692059083527462
13,0.058135996583502846
14,-0.18877506846583922
15,0.18481473727222936
16,-0.2936073012475378
17,-0.01754247061707678
18,0.09894749578435123
19,0.16779490462762817
20,-0.28923145013353047
21,0.0469756250066022
22,0.18702552874885459
23,0.1462818871273672
24,-0.08454053019639021
25,-0.4324427346661875
26,-0.21904732327924326
27,-0.036812044672134045
28,-0.1460626181377945
29,0.5848654637057215
30,-0.12764696877046441
31,-0.09816998692588905
32,-0.10223401985893907
33,1.762955907827097
34,0.18816854618393272
35,0.24121411873119203
36,0.2109258025544977
37,0.1627291504074177
38,-0.23967974748045617
39,-0.10920615996458889
40,0.13006203177199704
41,-0.42955533199107204
42,0.0178475090099086
43,0.05757896576181427
44,-0.12012369494985109
45,0.1526966506380756
46,1.6233598808697525
47,0.08317512180452989
48,0.1578914464094565
49,-0.015644769909622585
50,-0.3493463405075655
51,-0.4082180071977113
52,0.7669253288592592
53,0.13531111082600863
54,0.5059973101192908
55,0.056326919497156874
56,0.13000673076329697
57,0.057638469912731326
58,-0.3900186892121531
59,-0.23888038780341822
60,0.2976680001601271
61,-0.2255291313487407
62,0.16310689472879578
63,1.6807630492478036
64,-0.31724335513173146
65,0.1977733881830203
66,0.7152834220792114
67,0.2343488590409587
68,-0.046992537212608494
69,-0.44487252775355185
70,0.08356102442295246
71,-0.22636668828146594
72,-0.02559644046861677
73,-0.07609123291564178
74,-0.11068460085488765
75,-0.2750516890626447
76,-0.32577091706447625
77,-0.23663234846463832
78,0.7409042558865471
79,0.027188665467152196
80,-0.007033146659277282
81,0.26025791616129895
82,-0.3350711345873141
83,-0.09555995752748633
84,0.41181609711426004
85,0.046683421358414225
86,-0.3365987600958674
87,-0.1314788744234792
88,0.2598084031436849
89,0.011408146976907825
90,1.2299316919563585
91,-0.14839070262914056
92,-0.181405987483349
93,0.09724288103864076
94,-0.05911572950563034
95,0.04322158478467623
96,-0.4272260748534797
97,-0.33648118008145
98,-0.3389415850390821
99,-0.09353179052095024
100,0.3245491310176881
101,0.029089598372009525
102,0.608728716381867
103,0.648475685984318
104,-0.028856402473591492
105,-0.357851088839029
106,0.005696236456778951
107,0.055778944457344354
108,-0.20412414523193145
109,0.10415138400040663
110,0.003776116259910482
111,2.417551951352331
112,0.29715286386288936
113,-0.04778853265329377
114,
115,
116,
117,
118,-0.016411427966479517
119,0.8352424823929193
120,0.3949686872070156
121,0.19160612768376437
122,-0.3548893237126497
123,-0.199279261912018
124,-0.3932167192230845
125,1.014090900260114
126,0.5896831712099164
127,0.22981786374792626
128,0.0045034159454015715
129,0.012285305162626695
130,-0.273065354049902
131,0.1637131425576196
132,0.3361088427783975
133,-0.14134737996877725
134,-0.11328745974514491
135,-0.18487544762144068
136,0.14488657643541802
137,0.739173276604122
138,0.226326798913712
139,-0.4893359341140917
140,0.040649718735798625
141,0.07952103455287558
142,0.5901066855028754
143,0.24656120271248005
144,0.08180341726350537
145,-0.08578088526344457
146,0.04310214231879686
147,1.0609569174590503
148,0.8236298762701002
149,0.03334941887765223
150,0.3835679068044801
151,0.2417026652428823
152,1.863918570242384
153,0.19461759638807033
154,-0.15603630892833867
155,-0.5802478418729798
156,0.23277903129786018
157,-0.3106168530351458
158,0.776569336983196
159,0.7989393344002382
160,-0.20885689620819578
161,1.0779060062334003
162,0.23274461347620273
163,-0.22331619540963388
164,-0.13356065549791968
165,-0.18141857441017312
166,-0.059393848087870744
167,-0.24290161056454326
168,-0.22032139565160064
169,-0.1340768788509431
170,0.2939662138238079
171,-0.005939000781049901
172,0.14567553173097816
173,-0.40607898705175527
174,0.38082272954564034
175,-0.1817203448445676
176,0.3755659682995282
177,-0.04702914859647688
178,0.23552287338811181
179,-0.1770230606648059
180,0.0598592706166709
181,0.2026709604670712
182,0.7313161856666908
183,-0.26670732370972977
184,-0.32482171744656124
185,0.7102255848263686
186,-0.012922244561914544
187,-0.1461881572441076
188,0.2424337438709015
189,0.21056735166659488
190,0.02894410717271821
191,-0.028308401121178987
192,0.14115180920259318
193,-0.1556084372119177
194,14.284154074118941
195,0.14300122727411274
196,-0.32478359711350074
197,-0.18664446277785876
198,-0.09841799684992242
199,0.24082316692877476
200,-0.10047902602819539
201,0.40174452045956166
202,-0.030761404874950205
203,-0.0837928635546108
204,0.35756785103515193
205,-0.41294107465437574
206,1.1926392821965013
207,-0.14816710074166634
208,0.11497548328050462
209,1.1705563421270226
210,-0.09198636917882703
211,0.054746156758472136
212,0.37276326506532353
213,-0.07412549488696557
214,0.08995730257371903
215,-0.13630648768992565
216,0.1944915744583353
217,0.3344643096516104
218,-0.6524678696401951
219,-0.19266822353263996
220,-0.0032989535460962336
221,0.15476068038545956
222,0.21002888804525732
223,-0.17744670277988878
224,-0.4035163274057335
