,Degree,Strength,Betweenness,Cluster,Efficiency
CG_L_7_1,-0.23164754023686654,0.6855773339126211,-0.7550263645995868,0.8072993679055491,0.8489360807587712
CG_R_7_1,1.2030401858251651,-3.0337217826427305,-1.2072317435471684,-0.6277676808893619,-0.9044557293418307
CG_L_7_2,0.2921952952756753,0.8702117282511158,-2.9367135848288943,1.713447182126708,1.8255289243034576
CG_R_7_2,0.30154424463832125,-0.5634958229294211,-3.5026998678449672,2.9766451291421445,2.8572950876285956
CG_L_7_3,-1.7343343221352125,-1.4027666760609943,-2.378525448697597,1.4694515062982931,1.073953439342985
CG_R_7_3,-0.5884658112398667,1.4354289643622087,-0.4981544862323615,0.7595896146445204,0.6577218406133798
CG_L_7_4,-0.9326570497637087,-2.8697696684030127,-0.30134786313670003,0.06838458850498397,0.909373779288995
CG_R_7_4,0.1743733476567345,0.3775445287712575,0.9314894768172002,-0.2521194925534299,-0.42738878416855886
CG_L_7_5,0.7373758894999302,-0.49659043691665605,1.5407321318796992,1.9387610203840027,1.788432111461703
CG_R_7_5,0.24942231968249207,-0.039392454500506324,-0.7594863808716662,1.0657231520476358,1.0968194878726563
CG_L_7_6,3.9204308532881296,1.3932367599092297,0.31723912137943866,1.463273040392789,2.5120842351029333
CG_R_7_6,2.473367570772533,-0.9464441192342661,-0.9257956777192011,2.3470508464665225,1.6832282861732195
CG_L_7_7,-0.9753354013281387,1.2103057976536478,-3.1829917602621505,0.46524367484126095,1.2136821500381954
CG_R_7_7,-3.880726532948139,-0.03258445012071885,-1.3219364374698441,2.354305240319193,1.651704884786899
Tha_L,-0.5853929837394284,-2.291006791610537,1.35663584289489,0.3002098074783015,0.38952104046457187
Hipp_L,1.7766475884165853,-2.785860921135425,2.443164978755314,-0.9990911403432171,-0.042626764049892615
Amyg_L,0.0,-2.991748902634704,5.481453928295683,-0.7140729623025284,-1.7810260910738964
Accum_L,-3.439083126835963,-6.43716547985882,2.424088987599663,-4.055310577259916,-3.3553821725460535
Tha_R,-0.38168655641389326,-7.183593877912959,1.1475581545220637,-2.8169516449718106,-1.9375547492770149
Hipp_R,0.4290566077402513,1.3189144694228299,-0.6260380305932359,1.2492906297097042,1.2267532885519075
Amyg_R,0.0,-0.32122294992848105,1.108501828208797,-1.230855223418843,-1.2308552234188426
Accum_R,-0.3516987753357195,-1.1110207227466655,4.041694715603328,0.07422765916957173,-0.11046798079771725
