roi,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
58,,,,,,,0.13898913393337362,,-0.21706413029298605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1392569018514024,,,,-0.06321759563299313,-0.07410997926407167,-0.1862676600975347,-0.3542528419227651,0.3548859080467083,-0.11957633651255904,,-0.029588051596581722,,,,,0.09600347306247577,9.364550795923475e-05,0.13702768999424467,-0.818985429609013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06223890703367651,,,,,,,,,,,,,,,,,,,,,,,,-0.13422033457908017,-0.023401667393538134,-0.018681074884739073,,,,-0.15320301321162927,,,,,,,,,,-0.3645012717276284,,,,,,,,,,,,,,0.15073440405542807,,,,,,,,,,,,,,,,,,,,,,,,,,0.02551168879033159,-0.12261458719594066,-0.5083486098042466,,-0.01554490644107248,,,,,,,,,,
59,,,,,,,,-0.2205648311706268,,0.021370727289425635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7098036057201186,0.19440488476671733,,-0.08046110351924474,,-0.08354239982681903,-0.029588051596581722,,,,,,,-0.20954453801256523,0.020903700952770377,-0.2137101755673617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24204627105531526,,,,,,,,,,,,,,,,,,,,,,,,0.10147277564315407,,,,-0.021495254072035654,,-0.15592108647026973,,,,,,,,,,-0.1768435978353176,,,,,,,,,,,,,,0.15112824156427396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05381311717830756,,,,-0.17042301187738396,0.11552718711595118,-0.29229285615329775,0.09894021117824488,,,
60,0.12811268683120258,,,,,,-0.22389308932911944,,-0.2897676768257689,,,,,,,,,,,,,,,,-0.22605867145963907,,,,,,,,,,,,0.18982574316381406,,0.26751061055024716,,,,,,,,,,,,,,0.2908884496508302,,0.020677932656017205,,,,,,,,0.40133867992622935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187093463214476,,0.3637956301458672,,,,0.32603470711079824,,,,,,,,,,0.10015624088115013,,0.11403815973404373,,,,,,,,,,,,,,-0.006430113265316889,,0.0004254014678256035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06097170959989858,-0.9313289513425288,0.026073758385029094,,,,,,,,,,,,
61,,0.35973481475188235,,,,,,0.2822896065470692,,0.17399863815982386,,,,,,,,,,,,,,,,0.14722487131319406,,,,,,,,,,,,-0.05834601285039658,,,,,,,,,,,,,,,,0.3516641425161577,,-0.792942604482295,,,,,,,,0.42936727095401217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1884006395426309,,0.11896649565404407,,,,0.023970460686802433,,,,,,,,,,0.19875798462044877,,0.4187804649340446,,-0.08429042183204967,,,,,,,,,,,,0.18419978230152298,,0.17716534892878508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32369226173144805,0.48447873884872256,,,,
62,-0.10895816686183772,,,,,,-0.17284866627784143,,-0.10518507930091386,-0.2385108737632312,,,,,,,0.19421844991346446,,,,0.07828670754326905,,0.09649391060202875,,-0.10660951966433217,-0.04035744694781875,,,-0.15441439306959331,,-0.11659288894645921,,,,,,0.1457849759467857,,0.005425342829709605,,,,,,,,,,,,,,0.16717488121260612,,0.4626946010014778,-1.0351894274635587,,,,,0.40133867992622935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020238600017862773,,,,0.45694265574377807,,,,,,,,,,,,0.5153963456403663,,0.43982102962086406,,0.1699220736064829,,,,,,,,,,,,,,0.4086751471956834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2970456527956062,-1.0720695891662937,-1.1085915871096659,,,,,,,,,,,,
63,,-0.07367951590480136,,,,,,0.12870450118099191,-0.2921417590149802,0.1432129825787632,,,,,,,,0.038934273859026064,,,,0.08415586891871299,,0.3254962525661538,,0.01809325131935275,,,,-0.023452208502124,,-0.13158085038436595,,,,,,,,-0.03210959612048053,,,,,,,,,,,,,,-0.015928209645113618,,0.0017225230505193278,,-0.7446169279896249,,,,0.42936727095401217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.327974998239291,,-0.3296390420910763,,,,,,,,,,,,,,0.2862497861223877,,0.3866131125725241,,-0.07991800776294786,,,,,,,,,,,,,,,,,,0.36049475951887205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23915485441522955,,,,,
64,,,,,,,,,-0.1271021251999798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23534163973149416,,0.09600347306247577,,,,,,,,-0.11991178536885591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07279014296317199,,,,,,,,,,,,,,,,,,0.070286318187431,,,,,,,,,,,,-0.49509843683679217,,,,,,,,,,,,,,,,,,,,-1.2361471930839658,,,,0.0038419672589856536,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11240128555041187,,,,,,,,,,,,,,
65,,-0.19341181767960758,,,,,,,,-0.12761300952050905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.364550795923475e-05,-0.20954453801256523,,,,,,,,-0.0516399906035782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6908189588702588,,,,,,-0.08645161125108058,,,,,,,,,,,,,,0.17283213212238158,,-0.05048896008516181,,-0.31660229305340765,,,,,,,,,,,-0.8097461911918963,-0.44642355797068883,,,,,,,,,,,,,,-0.1167454191466421,,,,,,-0.23815774957485045,,,,-0.4177535000003911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036236376235586815,,,,-0.08017951800686991,,,,,,
66,,,,,,,,,0.23045074068545582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1924793774098477,0.13004765850628155,-1.3092158859599348,0.13702768999424467,0.020903700952770377,,,,,-0.11991178536885591,,,0.14917986708500824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9619842933509007,,,,,,,,,,,,,,,,,,0.12198945384394846,,,,,,,,,,,,-0.7654599639274171,,,,,,,,,,,,,,,,-0.7928281323471813,,,,,,,,0.08906795953981703,,,,,,,,,,,,,,,,,,,,,,,,,,0.14512725973530985,-0.2793249726433491,,,-0.4241574495772525,,,,,,,,,,
67,,,,,,,,,,-0.21413930504442183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6881689625231947,,0.1203985016805858,,-1.155620052863082,,-0.818985429609013,-0.2137101755673617,,,,,,-0.0516399906035782,0.14917986708500824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0394059514062266,,,,,,-0.008455497093750817,,,,,,,,,,,,,,,,,,-0.33025412745979055,,,,,,,,,,,,-0.3228028297990898,,,,,,,,,,,,,,,,,,,,,,,-0.2537786498015841,-0.17043333278920111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20179683578457072,,,,-0.21021047925714917,-0.07491343622890331,-0.03565226334851002,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.650737040141106,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20706880009399836,,0.27141096629441175,,,,-0.08205008402965196,,,,,,,,,,-0.14473224982730867,,,,,,,,,,-0.14741365251106195,,,,,,-0.034962709143200675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22998866205520183,,,,-0.24533149372968546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2851460258817713,,0.10818556210690226,,,-0.7743500348170151,-0.004851820865066583,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33929897489010963,,,,,,0.4074138213876643,,,,,,,,,,0.3334026002256893,,0.16326343541706131,,,,,,,,0.12394045464821728,,,,,,0.1787839743847198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15101848735636744,,,,0.15809749072079857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0931497845067809,,0.17250067868689642,,0.08117940704087874,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008503078095698358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1972248312434684,,-0.27157738912103596,,,,-0.012102047013797116,,,,,,,,-0.0804900921735192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005083496196247064,,,,,,,,,,,,,,,,,,,,-0.06803104398650428,,,,-0.03129893026164631,,,,,,,,,,,,,,,,,,-0.12527030535915312,,,,,,-0.32365061662270955,,0.20735373345335817,,-0.6608315229273841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35254694360069927,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45627281387396224,,0.0013362288491579417,,0.05248804896843892,,0.1402545668962915,,,,,,,,0.511460174432619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00716214978927155,,,,,,,,,,,,,,,,,,-0.45412111179227727,,,,-0.015066284581395781,,,,,,,,,,,,,,,,,,0.038816491539797805,,,,,,,,-0.12383348229883702,,-0.10004371146519771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2159868792660654,,-0.05565866185709385,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1972248312434684,,,,-0.14797366823413546,,0.1002197148571324,,0.04069537110899683,,,,-0.251256492979026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39030828868929135,,,,,,,,,,,,,,-0.19563360759449325,,,,,,-0.2054384561188844,,-0.4900371685828861,,-0.0745230345833682,,,,,,-1.6579748677938895,,,,,,,,,,,,-0.5652618906959047,,,,,,0.15933595477372572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43104695040944424,,0.2923165902318067,,0.1685276099959655,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45627281387396224,,,,0.0266671812770152,,0.26716247621546585,,0.26555042887554076,,,,-0.07240111662615191,,,,0.03721108573699833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25159843479109595,,-0.1942068152036198,,,,,,,,,,,,,,,,,,-0.04801770478347181,,,,0.29310587919841163,,,,,,,,,,,,,,,,,,-0.05976955966496446,,,,,,0.2190087129073178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3189262422879267,,0.1400323446805672,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017982064598404835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27157738912103596,,-0.14797366823413546,,,,,,-0.03912814836128506,,,,,,0.1584185643481882,,-0.3440261782926358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08765297640445077,,-0.00037808031569157237,,,,,,,,,,,,,,-0.10008521714484603,,,,0.08491305988816146,,-0.36165312818725914,,0.0638198868307543,,,,,,,,,,,,,,,,,,-0.11785485650627964,,,,,,-0.11434496166334922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1046877062301509,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013362288491579417,,0.0266671812770152,,,,-0.0662879601022727,,0.038115328087765736,,,,,,,,-0.030659963407146197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05642309278352698,,0.029450633531806682,,,,,,,,,,,,,,,,,,-0.2305416775211373,,-0.914335577291874,,-0.17539206259709525,,,,,,,,,,,,,,,,,,-0.18415058142853696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17852531293667284,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20706880009399836,,,,0.1002197148571324,,,,,,0.04969772260849355,,,,0.18616790409945386,,,,-0.02160791816743197,,,,,,0.25130113344101923,,,,,,,,,,0.3623665464981726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055883494253429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15323597423016225,,0.13774870683696253,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33929897489010963,,0.05248804896843892,,0.26716247621546585,,-0.0662879601022727,,,,-0.08488797909607654,,-0.4536370253468256,,0.4853928248967742,,,,-0.047330204624177155,,,,,,0.0832183393947399,,0.05999036170686306,,,,,,,,0.39009310805575836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2130273312788346,,,,0.3421582099382562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20160604469235674,,0.07598540524200378,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27141096629441175,,-0.012102047013797116,,0.04069537110899683,,-0.03912814836128506,,0.04969772260849355,,,,,,-0.04741212304459099,,,,-0.10898322182762951,,,,,,0.05624852099488469,,,,,,,,,,0.03572197886874631,,,,,,,,,,,,,,,,,,-0.08389666518602035,,-0.7342541624194318,,,,,,,,,,,,,,,,,,-0.0967397033149915,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10405197558438709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2313371020867619,,0.16196621788719567,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1402545668962915,,0.26555042887554076,,0.038115328087765736,,-0.08488797909607654,,,,,,,,0.06530796317132555,,0.11608323488541805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2005746034830009,,-0.2502527576733682,,,,,,,,,,,,,,,,,,-0.36241324587576335,,-0.17517043645089703,,0.010275397701871481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1800498896819961,,-0.3532402387680687,,0.15298653149543737,,,,,,,,-0.22311113302349214,,,,0.22955240304141797,,,,,,,,,,,,,,,,,,,,,,-0.4974327739617223,,-0.17517072863959324,,,,,,,,,,,,,,,,,,0.02726285530127146,,0.1834003180047128,,,,,,,,,,,,,,,,,,,,,,,,,,0.20705790344171646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049868130316379315,,,,,,,,,,-0.22406469007552005,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4536370253468256,,,,,,-0.1914118777081186,,-0.05962051335161404,,-0.04210348447322899,,,,,,,,-0.01677948200709952,,,,0.1917955992657817,,-0.05092867729421573,,,,,,,,,,,,,,,,,,,,-0.014359361119067876,,0.25571298161418565,,,,,,,,,,,,-0.0875656781803925,,,,,,0.06340113771845944,,-0.17488046874453517,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4767675312428206,,,,,,,,,,,,-0.12211641445067482,,,,,,,,,,,,,,,,,,,,-0.005205392046234359,,,,,,,,,,,,,,,,,-0.24305797825270203,,-0.10037460372718975,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34084895749261934,,,,,,,,,,,,,,,,,,,,-0.08205008402965196,,,,-0.251256492979026,,,,0.18616790409945386,,-0.04741212304459099,,-0.1800498896819961,,,,,,-0.22091103228971823,,,,,,-0.14644683972487832,,0.15616463741760087,,,,-0.3749220743704602,,-0.32247798713214826,,0.15599403139986598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19183743784562907,,,,0.040338042448447166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4746766799406631,,0.15176452668600476,,,-0.48423933845737904,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4074138213876643,,,,-0.07240111662615191,,,,0.4853928248967742,,,,-0.1914118777081186,,,,,,-0.115682972947184,,-0.1720941429823136,,,,0.01851093876527663,,-0.03500493997091149,,,,0.10897703564077467,,-0.13667994183337456,,0.09468198472261823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27893962408000944,,,,0.2892599235623976,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2618246778303709,,,,,,,,,,,,,,,,,,,-0.12483087963104408,,,,0.07454145812857843,-0.24349179352388167,0.22012597500137696,,-0.37721871077380675,,
84,,,,,,,,,,,,,,,,,-0.250479728612379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1584185643481882,,,,,,-0.3532402387680687,,,,,,-0.387955268833495,,,,,,,,0.11127645523487902,,-0.1732508397614756,,-0.19012506425581746,,-0.06863247776239612,,,,,,,,,,,,,,,,,,,,0.12649097776847493,,0.1380687542585776,,,,,,,,,,,,,,-0.9173037424439048,,,,0.05084791785090963,,-0.2266972943176066,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10766109767633911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3926599318079482,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,0.10064285280753248,,,,0.02771227642117798,,0.14357148334718844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06530796317132555,,-0.05962051335161404,,,,,,-0.27632813735683454,,,,,,,,,,,,0.014224828169951525,,0.0022181108532966618,,,,,,,,,,,,,,,,,,,,-0.3761260490945154,,0.05384712699698229,,,,,,,,,,,,0.04793605990234738,,-0.3302794809757452,,,,0.20149063447823698,,-0.07434595797863607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026792383045111702,,,,,,,,,,,,,,,,,,,,0.17181472545913604,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0804900921735192,,,,-0.3440261782926358,,-0.02160791816743197,,-0.10898322182762951,,0.15298653149543737,,-0.22091103228971823,,-0.387955268833495,,,,,,,,-0.6487928114306937,,-0.3331767177563077,,,,0.32742882440541216,,,,,,,,,,,,,,,,,,,,,,-0.24952318780672042,,-0.31333803519509307,,,,,,,,,,,,,,,,,,0.04350249009366752,,-0.042723772995441,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03020403141279344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5362553839295643,,,,,,,,,,-0.40360427991877473,,-0.02431453212967694,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511460174432619,,0.03721108573699833,,-0.030659963407146197,,-0.047330204624177155,,0.11608323488541805,,-0.04210348447322899,,-0.115682972947184,,-0.27632813735683454,,,,,,,,,,0.23802990347027483,,,,,,,,,,,,,,,,,,,,,,,,,,0.255342095508948,,0.19706816427648163,,,,,,,,,,,,-0.27221966904600414,,,,,,0.21646140287951385,,0.004661560880010552,,0.5381930468060987,,,,,,,,,,,,,,,,,,,,,,,,0.06751711981477697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5460651147429644,,,,,,,,,,,,,0.24143285483731153,,,,0.12497314538353481,,-0.11590508547693838,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05488025096122473,,-0.32120881116120215,,,,,,,,0.054300934133550825,,0.12212327678741601,,,,-0.017106047634333856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1720941429823136,,,,,,,,,,-0.18411471741922775,,,,,,,,-0.01744279491783379,,0.17706398314090924,,,,-0.1674611625373587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05488025096122473,,,,,,,,0.16165495716684666,,0.31453415600331214,,0.3449587344099593,,,,,,0.30411239899318837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030472064984740817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4148542196818037,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14850983604877024,,,,,,0.07582792202628556,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21799131976911124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10876239590201144,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14473224982730867,,,,,,,,0.25130113344101923,,0.05624852099488469,,,,-0.14644683972487832,,,,-0.6487928114306937,,-0.32120881116120215,,,,,,-0.31221568749480577,,,,-0.6199273106698121,,-0.23136529765847244,,-0.18240212755642918,,,,-0.7365689233952104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03293564509304594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03115162556041598,,,,,-0.44832226954661175,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3334026002256893,,,,,,,,0.0832183393947399,,,,,,0.01851093876527663,,,,,,-0.18411471741922775,,,,,,-0.3463819552826644,,,,,,0.12267388519478241,,0.004017498119693973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13068973479915116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005990783563352248,,0.16682674654107782,,-0.4494294579943679,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22311113302349214,,0.15616463741760087,,0.11127645523487902,,-0.3331767177563077,,,,,,-0.31221568749480577,,,,-0.03763402481574286,,-0.2937234782796969,,0.06784045567608459,,0.11897306458964559,,,,0.2434972239699949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13747944576340163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11295490773174763,,-0.005365133862452689,,,0.17901616417864522,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16326343541706131,,,,,,,,0.05999036170686306,,,,-0.01677948200709952,,-0.03500493997091149,,,,0.23802990347027483,,,,,,-0.3463819552826644,,,,0.16333178285226718,,0.07137846915307042,,0.18770300125022682,,0.2431001025775478,,,,-0.7082609298794431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2666956554400954,,,,0.11173084710998996,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21160252781544225,,,,,,,,,,,,,,,,,,,,,,,0.2800159066920086,-0.002910435949788874,0.35862788834426856,,-0.08165206175197474,,
