roi,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
25,0.1261930588961319,0.135632698320936,,0.018527229263254986,,,-0.1928413515343476,0.25485424436454823,0.20944386439602722,,,,,,,0.04321629886890371,-0.4281512704675302,0.32531093011348844,,,,,,0.06507744915474195,0.010418838050927743,,,,,0.2839157257810524,,,,,,,,,,0.016567167526418597,,,,,,,,,,,,,,-0.2618163164920933,,-0.1486629590198855,,-0.28489885943590143,,,,0.14722487131319406,-0.04035744694781875,0.01809325131935275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13359849626791362,,-1.06986688721855,,,,,,,,,,,,,,,,,,-0.7489775658777071,,,,,,,,,,,,,,,,,,0.0025174249769855358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14896096523539132,,,,0.18561773266070372,-0.07717936070027041,-0.32336061097303254,,,,
26,,,,,-0.300117671525883,,,,,,,,-0.02128725900984344,0.3498313110925613,-0.1418628368097296,,-0.19330327281977147,,0.16053128599382727,,-0.19454496878964664,,0.20764086892098582,,,,,0.09201430528670695,,,-0.5081461918329183,,,,-0.0411933896342147,,0.18108673868456876,,,,-0.16234044532229308,-0.016424941961445765,-0.0834761270049049,,-0.058955787163670045,0.09120832908925254,0.23641595183151623,0.07714049972829408,-0.5909175068288807,,0.1229282146770107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27171148295662434,,,,,,,,,,,,,-0.19943269410887157,,,,,,,,,0.381919587777052,,,,,,,,,,,,,,,,,,,,,,,,,-0.17658530475387954,-0.3414612490782501,,,,,,,,,,,,
27,,-0.09371595879233618,,,,0.038931489589819,,,,,,-0.15208769476700387,0.058829280273222435,0.20694136987267137,,0.20432431982915505,,,0.15236943854444798,0.08777207883310754,,0.4170300287056481,,-0.59844016443236,,,0.09201430528670695,,,,,,,,,0.08807960493070047,,,,,0.020342053406799007,0.1413875160365081,,0.25137443914168894,,-0.060916086053689006,,0.4430578465932711,,0.12764408911733377,0.36163181552598667,0.23350789281777445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3472883355560464,,,,,,,,,,,,0.27815568426063314,,,,,,,,,0.2928023715362318,0.04227947912378006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12181326292321523,-0.10985804284318974,,,,
28,,,0.0952464088410233,,,,,,,,,,,,,,-0.05382983986544129,,,,-0.29771278122913425,,0.013499125690717427,,-0.6459972504164735,,,,,,-0.013856954751656509,,-0.2534114515433031,,0.1148113350719855,,0.2440207027052015,,0.1210957283685767,,,,,,,,,,,,,,,,,,,,,,,,-0.15441439306959331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10495207442507172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,0.1664881272839818,,0.28114799492457104,,,,,,,,,,,,,,0.05394564069477473,,,,0.22505556709618982,,0.18853507298083838,,0.2839157257810524,,,,,,0.5729001412213585,,0.060147057923595475,,0.6131775344955688,,0.037803029149489936,,0.3157282008327544,,,,,,,,,,,,,,-0.32439999775881495,,,,,,,,,,-0.023452208502124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19029412849566876,,-0.416593301808805,,-0.16555871322632357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,-0.030915593811047467,,,,,,,,,,-0.09606346237037647,,-0.553467104985138,,-1.1933443908252566,,-0.5445486383229193,,-0.19337384650198605,,,,-0.5081461918329183,,-0.013856954751656509,,,,0.2178941638315906,,0.2238647064034888,,0.3897412950656179,,,,,,0.2354044077331061,,,,,,,,,,,,,,,,,,,,-0.11659288894645921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15127792563512077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24806822515983354,0.07209406619542094,,,,,,,,,,,,
31,,,,,,0.2860356561487305,,,,,,-0.010470592783831015,,,,-0.282621163442908,,0.19570826004016834,,-0.06414356877851592,,-0.11204914089192979,,0.07301062241224203,,,,,,0.5729001412213585,,,,,,0.41792133138149096,,,,,,,,,,,,,,,,0.09027740007642525,,,,,,,,,,,,-0.13158085038436595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,0.23594774333656546,,-0.031241446141887837,,,,,,-0.22027778360476447,,,,-0.3208889822498367,,-0.05318801067968153,,,,-0.6038083236444778,,0.12135058180806861,,,,,,-0.2534114515433031,,0.2178941638315906,,,,0.326087631977676,,-0.17577183722501485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09342813259009138,,,,,,,,,,,,-0.3163749031455392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02483216511737428,-0.1337189091408606,,,,,,,,,,,,
33,,-0.020530366929822623,,0.03231023122330863,,0.08665449364547773,,,,,,0.12953411819935665,,,,0.14194064970046072,,-0.31591753613469326,,,,0.2493864723015807,,0.278451006459499,,,,,,0.060147057923595475,,,,,,0.23137634056581782,,-0.19479506192435703,,,,,,,,,,,,,,-0.031579924019979014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36274566004254327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29222938360374523,0.09966075769844807,,,,
34,,,,,0.10156562427883352,,,,,,,,-0.07577842062135677,,0.18254067127502885,,,,-0.06119095431026821,,-0.213634117403112,,,,,,-0.0411933896342147,,0.1148113350719855,,0.2238647064034888,,0.326087631977676,,,,-0.13414845271092463,,,,,,0.05113938995317264,,0.17633640169512718,,,,,,-0.025133016452438598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06542176793883195,,,,,,,,,,,,0.015260664533201913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6945698097538561,-0.24149553420824874,,,,,,,,,,,,
35,,,,,,0.14033151781156974,,,,,,,,0.39596310389720774,,0.19491259293738708,,,,0.10327672238911331,,0.21724080759056738,,,,,,0.08807960493070047,,0.6131775344955688,,0.41792133138149096,,0.23137634056581782,,,,0.3269974294715181,,,,,,0.05452290972354386,,,,,,,,-0.31001193508391467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01630030493135119,,,,,,,,,,,,,,,,,,,,,,,,0.3152962700016598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22215862013673848,0.012385552411309366,,,,
36,,,,,-0.32301425945502243,,,,,,-0.32429262324452507,,,,-0.09022035709467326,,,,0.08414659030749357,,-0.3001869126079794,,,,,,0.18108673868456876,,0.2440207027052015,,0.3897412950656179,,-0.17577183722501485,,-0.13414845271092463,,,,0.03822242302927414,,,,0.11442587118021066,,0.36747152963729984,,,,,,-0.04459624992584768,,,,,,,,,,0.18982574316381406,,0.1457849759467857,,,,,,,,0.008503078095698358,,,,-0.017982064598404835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24739450960150774,,0.046033977668573124,,,,-0.045559019772513254,,,,,,,,,,,,0.11936842134318562,,,,,,,,0.22649696924127652,,0.2214032527052269,,-0.3332626082488574,,,,0.034265160480429074,,,,,,-0.6563719489020879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14130546681073494,0.290121323927675,-0.11400369929610553,,,,,,,,,,,,
37,,0.18364451802383594,,,,-0.012235707888240301,,,,,,-0.1385318661869161,,-0.033785435528948075,,0.1270459585578054,,,,0.18733629433178264,,-0.8714699860181273,,0.32968280374433606,,,,,,0.037803029149489936,,,,-0.19479506192435703,,0.3269974294715181,,,,0.3998425711722091,,,,0.19602396057667826,,,,,,,,0.8226110248217475,,,,,,,,,,-0.05834601285039658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06746890395917096,,0.07101348030880518,,,,-0.16020122684422172,,,,,,,,,,,,-0.09435875450858491,,,,,,,,,,0.47583185304178605,,0.3779899204345028,,-0.19004622049640463,,0.15458009541948664,,,,-0.49004606002454265,,0.09106921468028432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11304604585708677,0.18336892659493012,,,,
38,-0.017214439437142372,,-0.011717180596963597,,,,,,,,,,,,,,-0.0358487626765787,,,,,,0.26470982150273287,,-0.197336244022774,,,,0.1210957283685767,,,,,,,,0.03822242302927414,,,,,,,,,,,,,,,,,,,,,,,,0.26751061055024716,,0.005425342829709605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20104546666559722,,,,,,,,,,,,,,,,,,-0.027510280060067175,,,,,,,,,,,,,,,,-0.2432040458512675,,,,,,,,,,-0.06351413848076749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2881961207719923,0.2366445248774898,,,,,,,,,,,,
39,,0.3679349530983401,,0.3076170726193285,,,,0.014266746975442935,,,,,,,,,,0.2101813549276459,,,,,,0.23966148803332465,,0.016567167526418597,,,,0.3157282008327544,,,,,,,,0.3998425711722091,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03210959612048053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19128607893760827,,,,,,0.1645448146607756,,,,,,,,,,,,0.10052491922235865,,,,,,,,,,,,,,,,-0.09520015688244843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1332841081400815,,,,,
40,,,,,-0.0298153250145274,,,,,,0.23060110384475047,,0.004623517897109473,,,,,,,,,,,,,,-0.16234044532229308,0.020342053406799007,,,,,,,,,,,,,,0.222817621786623,-0.16615570771782157,,0.15203610833898784,0.0038002816571444035,0.5392089694686703,0.03295282101219331,-0.1786310886374375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2306136159286047,-0.03500489959442048,,,,,,,,0.2815738071060251,,,,,,,,,,,,,,,,,,,,,,,,,0.040783740310615074,,,,,,0.023055616583817926,,,,,,,
41,,,,,,-0.05960234261214594,,,,,,0.06483633041355183,,0.21824060497131864,,,,,,,,,,,,,-0.016424941961445765,0.1413875160365081,,,,,,,,,,,,,0.222817621786623,,,0.4957702144037347,0.0693691964254928,0.5916571916800626,-0.0457889877129759,0.2115461150876085,,-0.04586955873872491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020807042976733525,,,,,,,,,0.2655153784782253,0.37800704700487203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12795220781737102,,,,,-0.23044326860452705
42,,,,,,,,,,,,,-0.08540048055405833,,,,,,-0.23156308181353633,,-0.017452180979434434,,,,,,-0.0834761270049049,,,,0.2354044077331061,,,,0.05113938995317264,,0.11442587118021066,,,,-0.16615570771782157,,,,0.08364921245975125,,0.34022304751183335,,-0.2541109334478053,,-0.3229775151947819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2533758418910104,,-0.12826546120815568,,,,,,-0.33447137950183975,,,,,,,,,,,,,,0.2004142710652046,,,,,,,,,,,,,,,,,,,,,,,,,-0.04166448494767692,-0.33469038955035835,,,,,,,,,,,,
43,,,,,,,,,,,,,,-0.24051717210825843,,,,,,-0.49445663011544183,,0.5506369316398935,,,,,,0.25137443914168894,,,,,,,,0.05452290972354386,,0.19602396057667826,,,,0.4957702144037347,,,,0.139026485373136,,0.2587853905001416,,-0.10196812869060454,,0.037709360227233917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08367361268183415,,,,,,,,,,,,,,,,,,,,,,0.2452289061624783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19333051649663063,0.005252508407138254,,,,
44,,,,,,,,,,,,,0.5006803532129478,,,,,,,,,,,,,,-0.058955787163670045,,,,,,,,0.17633640169512718,,0.36747152963729984,,,,0.15203610833898784,0.0693691964254928,0.08364921245975125,,,,0.05956948027766996,-0.31082600235208224,-0.4248331620422415,0.04344800586292239,-0.054447174205449825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3307668969365286,,-0.6132534477312982,,0.12726674168167304,,,,-0.12384084188491308,,,,,0.06103085113507257,,,,,,,,,0.48703424163384385,,,,,,,,,,,,,,,,,,,,,,,,-0.04232964090686649,-0.012132058119521217,-0.2760185898044218,,,,,-0.21345567262719295,,,,,,,
45,,,,,,,,,,,,,,0.1345432029555586,,,,,,0.3584250822511756,,0.3863395281479747,,,,,0.09120832908925254,-0.060916086053689006,,,,,,,,,,,,,0.0038002816571444035,0.5916571916800626,,0.139026485373136,,,-0.4328527755333235,-0.019141359682948774,-0.7874627394408423,-0.11134785303443553,,-0.0643978580137579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01164385136593562,,,,0.2883589283118285,,,,0.2509314339970849,,,,0.22352750121693865,,,,,,,,,0.16044131049041577,0.33792115640132137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4596250913752424,-0.2894512767151162,-0.159108111417267,,,,-0.6490548797023198
46,,,,,0.24872986637840602,,,,,,0.22258168048855403,,0.2163171179634774,,,,,,0.09155295383626579,,,,,,,,0.23641595183151623,,,,,,,,,,,,,,0.5392089694686703,-0.0457889877129759,0.34022304751183335,,0.05956948027766996,-0.4328527755333235,,,-0.20957916990055264,0.3376142850755818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3684659193290457,-0.079305133618246,,,,,,,,0.24818613718344662,,,,,,,,,,,,,,,,,,,,,,,,,0.1657460642179447,-0.06341997782498687,,,,,-0.18209360186771256,,,,,,,
47,,0.05090653549326567,,,,0.18025416572326503,,,,,,0.16785188973325763,,0.441436543278073,,,,,,0.1940958636707842,,,,,,,0.07714049972829408,0.4430578465932711,,,,,,,,,,,,,0.03295282101219331,0.2115461150876085,,0.2587853905001416,-0.31082600235208224,-0.019141359682948774,,,,0.022800696857401315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04663796448883259,,,,,,,,,0.029931709941517174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022623282870500715,-0.7614160717933033,,,,-0.41346067018555077
48,,,,,,,-0.5170329646007893,,,,,,-0.06108309837468185,,,,,,,,,,,,,,-0.5909175068288807,,,,,,,,,,,,,,-0.1786310886374375,,-0.2541109334478053,,-0.4248331620422415,-0.7874627394408423,-0.20957916990055264,,,-0.1617646106320889,-0.46995038961203645,,,,,,-0.2711830279626259,,0.1392569018514024,,,,,,,,,,-0.650737040141106,,,,,,,,,,,,,,0.34084895749261934,,,,,,,,,,,,,,,,,,,,0.0502971240925135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2064718320558935,,,,-0.019727979145646085,,,,-0.8861973200661233,,,,-0.3356861721033027,,,,,,,,,,-0.20481757303831905,,,,,,,,,,,,,,,,,,,,,,,,-0.3248924842782357,0.2436765145306705,-0.3792565870028202,,-0.021882969193604856,,,-0.2680554720101492,,,,,,,
49,,,,,,,,,,,,0.25372300687202787,,0.1692210540210788,,,,,,,,,,,,,,0.12764408911733377,,,,,,,,,,,,,,-0.04586955873872491,,-0.10196812869060454,0.04344800586292239,-0.11134785303443553,0.3376142850755818,0.022800696857401315,-0.1617646106320889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12296826622623033,,,,,,,,,,,,-0.32075150841450617,,,,,,,,,-0.06135859725658167,-0.12847335834157733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21253176926483033,-0.03090256757601106,-0.09287574087745136,,,,-0.28049267222881663
50,,,,,,,,,,,,,-0.13908087457949322,,,,,,0.0024804938940007734,,-0.006796222690212983,,,,,,0.1229282146770107,0.36163181552598667,,,,,,,-0.025133016452438598,,-0.04459624992584768,,,,,,-0.3229775151947819,,-0.054447174205449825,,,,-0.46995038961203645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11534605048829953,,-0.26256149336353085,,0.12534519519300186,,,,-0.2152093805592278,,,,,,,,,,,,,,-0.44684262321971363,,,,,,,,,,,,,,,,,,,,,,,,-0.03742270765647114,0.17211631446650996,-0.20368662259937964,0.1093584277899552,0.08818823742183549,,,,,,,,,,
51,,,,,,,,,,,,,,0.2563867998506535,,,,,,0.0773581087816744,,0.0917111346019209,,,,,,0.23350789281777445,,,,0.09027740007642525,,-0.031579924019979014,,-0.31001193508391467,,0.8226110248217475,,,,,,0.037709360227233917,,-0.0643978580137579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3639088725307381,,0.2731877089086936,,0.039323374692783714,,-0.8471529111957458,,-0.01446883630560732,,,,,,,,,,,,,,0.1604731084720525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11757354069745589,0.34464472954899067,0.002568208262339765,,,,
52,,,,,,,0.0026086965093869573,,0.2391689454535964,0.13587301369280463,,,,,,,0.0016883344234870658,,,,,,,,0.023801384902179114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1670448846881501,-0.04498646296419956,-0.8580692847115557,-0.029358051963872485,,-0.06321759563299313,-0.7098036057201186,0.2908884496508302,,0.16717488121260612,,,,,-0.6881689625231947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21699943928599227,,,,,,,,0.12778987726361177,,0.11670777113407876,,-0.7597250788279843,,0.16132556161002667,,0.21121183542484365,,,,,,,,,,0.23633606379691272,,-0.02659668279000904,,0.06370018491962144,,-0.8451912140970181,,,,,,,,,,-0.23670990700749026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03745549747789473,-0.6221263583225338,-0.7741873774300272,-0.06582163006000158,-0.02213851316096087,,,,,,,,,,
53,,,,,,,,,-2.0267965457798964,-0.08963235769632612,,,,,,,,-0.3053549687137483,,,,,,,,-0.2618163164920933,,,,-0.32439999775881495,,,,,,,,,,,,,,,,,,,,,,,-0.1670448846881501,,-0.85514766833398,0.08151107403103033,,-0.12269909814850209,-0.07410997926407167,0.19440488476671733,,0.3516641425161577,,-0.015928209645113618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3987264490790691,,,,,,,,-1.4069770013844363,,-0.05294112875040744,,-0.11984747295410228,,-0.06667041948143554,,0.03390211449028974,,,,,,,,,,0.3117014704031824,,-0.030511071102462428,,0.19852498261074328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12728389183783073,-0.04194214868595591,0.011611330871393075,,,,
54,,,-0.033208462659745794,,,,-0.24871549556556546,,-0.1779166333524243,-0.15928634358572774,,,,,,,-0.074076810881897,,,,,,-0.49402839685039046,,-0.4463200854329661,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04498646296419956,-0.85514766833398,,-0.8872268966635888,0.21313052221522283,,-0.1862676600975347,,0.020677932656017205,,0.4626946010014778,,,,,0.1203985016805858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12778511722411282,,,,,,,,-0.37431482187636295,,,,,,,,,,,,,,,,,,-0.06548719875174275,,-0.16023638040051824,,,,-0.40574292738124423,,,,,,,,,,-0.2185090344178321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16343443203489386,0.22051164472523263,-0.4150314238981214,-0.054478372590915355,0.06918585066101426,,,,,,,,,,
55,,-0.08678141878912615,,-0.33184250037211677,,,,0.07803845651223909,-0.16568781431608098,-0.24144575748768193,,,,,,0.09129530206316912,,0.1684266980646125,,,,,,0.1216882227156799,,-0.1486629590198855,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8580692847115557,0.08151107403103033,-0.8872268966635888,,,-0.007771956228617806,-0.3542528419227651,-0.08046110351924474,,-0.792942604482295,-1.0351894274635587,0.0017225230505193278,,,-1.1924793774098477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1632866151356194,,0.016782526517099022,,,,-0.30315031953885135,,-0.0555364993734129,,0.034410383366860246,,,,,,,,,,,,,,,,-0.10760743952456124,,,,0.010103324245283225,,-0.8319673793754845,,,,,,,,0.20856981768821528,,-0.5108208750793473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001751982430936342,,,,-0.3847156399287801,-0.06940699607862746,-0.40942752337211713,-0.8206349838113983,,-0.05261850219013443,
56,,,,,,,,,-0.4898966144463056,,,,,,,,,,,,,,,,0.3043272312078587,,,,,,,,,,,,,,,,,,,,,,,,-0.2711830279626259,,,,-0.029358051963872485,,0.21313052221522283,,,,0.3548859080467083,,,,,,0.23534163973149416,,0.13004765850628155,-1.155620052863082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012576738259242133,,,,-0.049760824906275085,,-0.2681904679660307,,,,,,,,,,,,,,,,,,,,,,,,-0.19186948670730414,,-0.44294809697977733,,-0.12479568114297657,,-0.03233693617210377,,,,,,,,0.0707275710914546,,-0.7298951343079765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30915063104148766,-0.6155252545486612,-0.3990794422381992,-0.666045805826678,0.12123500859908763,,0.2066575013029119,,,,,,,,
57,,,,,,,,0.18488373997644542,,-0.403813019490514,,,,,,,,-0.2435878218755136,,,,,,,,-0.28489885943590143,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12269909814850209,,-0.007771956228617806,,,-0.11957633651255904,-0.08354239982681903,,,,-0.7446169279896249,,,-1.3092158859599348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16097612159194172,,-0.04892273889055894,,,,,,,,-0.0029153955607836533,,,,,,,,,,,,,,,,-0.14126090357987753,,-0.11041988498222366,,-0.37490342309321273,,-0.4408144746633281,,,,,,,,-1.036103271788142,,-0.685941696972666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22549383091369662,,,,-1.0231496281073986,0.010941643067934947,-0.6074133078827268,-1.0812360845297728,,,
