roi,statistic,p_value
0,1.5833333333333144,0.45308901728017326
1,2.5833333333333144,0.27481238055949236
2,2.5833333333333144,0.27481238055949236
3,0.5833333333333144,0.7470175003104397
4,3.0833333333333144,0.2140240971774495
5,1.5833333333333144,0.45308901728017326
6,0.3333333333333144,0.8464817248906221
7,0.3333333333333144,0.8464817248906221
8,4.0,0.1353352832366127
9,0.0,1.0
10,1.5833333333333144,0.45308901728017326
11,1.75,0.41686201967850856
12,0.3333333333333144,0.8464817248906221
13,0.25,0.8824969025845955
14,1.5833333333333144,0.45308901728017326
15,1.5833333333333144,0.45308901728017326
16,0.08333333333331439,0.9591894571091473
17,1.5833333333333144,0.45308901728017326
18,3.5833333333333144,0.1666821344779481
19,1.3333333333333144,0.5134171190325971
20,2.5833333333333144,0.27481238055949236
21,0.3333333333333144,0.8464817248906221
22,0.25,0.8824969025845955
23,0.08333333333331439,0.9591894571091473
24,1.0,0.6065306597126334
25,4.083333333333314,0.1298121768554392
26,2.0833333333333144,0.3528660814588523
27,1.0833333333333144,0.5817778142098137
28,2.5833333333333144,0.27481238055949236
29,6.083333333333314,0.0477552310788274
30,3.25,0.19691167520419406
31,4.083333333333314,0.1298121768554392
32,0.75,0.6872892787909721
33,2.0833333333333144,0.3528660814588523
34,0.75,0.6872892787909721
35,1.0,0.6065306597126334
36,1.3333333333333144,0.5134171190325971
37,0.3333333333333144,0.8464817248906221
38,2.25,0.3246524673583498
39,2.25,0.3246524673583498
40,0.3333333333333144,0.8464817248906221
41,0.3333333333333144,0.8464817248906221
42,1.5833333333333144,0.45308901728017326
43,1.3333333333333144,0.5134171190325971
44,0.5833333333333144,0.7470175003104397
45,0.75,0.6872892787909721
46,1.0,0.6065306597126334
47,6.083333333333314,0.0477552310788274
48,1.0,0.6065306597126334
49,3.0833333333333144,0.2140240971774495
50,0.3333333333333144,0.8464817248906221
51,0.5833333333333144,0.7470175003104397
52,0.3333333333333144,0.8464817248906221
53,1.0833333333333144,0.5817778142098137
54,0.75,0.6872892787909721
55,3.5833333333333144,0.1666821344779481
56,2.25,0.3246524673583498
57,0.3333333333333144,0.8464817248906221
58,0.25,0.8824969025845955
59,0.75,0.6872892787909721
