roi,statistic,p_value
CG_L_7_1,0.25,0.8824969025845955
CG_R_7_1,2.3333333333333144,0.3114032239146006
CG_L_7_2,1.3333333333333144,0.5134171190325971
CG_R_7_2,2.0833333333333144,0.3528660814588523
CG_L_7_3,1.3333333333333144,0.5134171190325971
CG_R_7_3,2.3333333333333144,0.3114032239146006
CG_L_7_4,0.3333333333333144,0.8464817248906221
CG_R_7_4,0.5833333333333144,0.7470175003104397
CG_L_7_5,0.5833333333333144,0.7470175003104397
CG_R_7_5,0.3333333333333144,0.8464817248906221
CG_L_7_6,0.08333333333331439,0.9591894571091473
CG_R_7_6,1.0833333333333144,0.5817778142098137
CG_L_7_7,2.3333333333333144,0.3114032239146006
CG_R_7_7,1.0833333333333144,0.5817778142098137
Tha_L,0.3333333333333144,0.8464817248906221
Hipp_L,0.25,0.8824969025845955
Amyg_L,2.0833333333333144,0.3528660814588523
Accum_L,2.3333333333333144,0.3114032239146006
Tha_R,0.3333333333333144,0.8464817248906221
Hipp_R,2.3333333333333144,0.3114032239146006
Amyg_R,2.5833333333333144,0.27481238055949236
Accum_R,4.333333333333314,0.11455884399268881
