,subject,slope
0,sub-pl002,-0.10486760802160634
1,sub-pl004,-0.05589964669988514
2,sub-pl006,0.1213903888831461
3,sub-pl015,0.12220337963138424
4,sub-pl021,-0.03794527765716123
5,sub-pl022,0.2205335902576273
6,sub-pl023,0.00297423124894166
7,sub-pl024,-0.11167274264289426
8,sub-pl025,-0.10443058797146805
9,sub-pl029,-0.1885727154889097
10,sub-pl040,0.26616191572117204
11,sub-pl041,0.026978930399599033
12,sub-pl046,-0.008735463679660715
13,sub-pl048,0.08282447723249808
14,sub-pl051,0.06832532605271212
15,sub-pl052,0.07389671460046719
16,sub-pl053,-0.07569884278890561
17,sub-pl054,0.09430719576456478
18,sub-pl057,-0.09685352701696454
19,sub-pl058,0.0029391683282568985
20,sub-pl059,-0.1152287857355808
21,sub-pl060,-0.04677072934688603
22,sub-pl061,-0.15875675877797513
23,sub-pl062,0.04902236955122087
24,sub-pl065,-0.02612500184369203
