,subject,slope,R²
0,sub-pl007,-0.08357745649245513,0.11519056005536446
1,sub-pl010,-0.023434800116400815,0.009188557585924814
2,sub-pl012,-0.10365822663770893,0.08541363993556449
3,sub-pl013,0.044983800163921894,0.030391150171354422
4,sub-pl014,0.23090820656110517,0.4337596135420005
5,sub-pl016,-0.05964165338600619,0.060662313932548964
6,sub-pl017,-0.18434550459668875,0.29731653553375254
7,sub-pl019,-0.10108396313429957,0.1415617137661226
8,sub-pl027,-0.015948056224805315,0.006163497361924981
9,sub-pl030,-0.03676887252366406,0.019837341211519113
10,sub-pl031,-0.02891034635473851,0.00735227709846727
11,sub-pl032,0.19650725048994516,0.3721520480979058
12,sub-pl034,0.08335694754167369,0.1409327222820093
13,sub-pl035,-0.03499463803934028,0.02815115689479314
14,sub-pl036,-0.008896587761099027,0.0011932286021269294
15,sub-pl038,-0.03759723405580759,0.0254753490975348
16,sub-pl042,0.0382939288263355,0.029641169444879
17,sub-pl047,0.2554536432412897,0.47449760910409994
18,sub-pl049,-0.06370296961034251,0.04875898264723118
19,sub-pl050,0.13347061021621845,0.1971062918553489
20,sub-pl055,-0.012506398437985969,0.0024662891143857487
21,sub-pl056,-0.07205769809637838,0.09359505534319344
22,sub-pl063,0.14202589284540332,0.2539709865801283
23,sub-pl064,0.03555454619873072,0.018613173743166383
