,subject,slope,R²
0,sub-pl007,-0.08379819899943657,0.10364995697376692
1,sub-pl010,-0.009230751128713853,0.0019175601458599346
2,sub-pl012,-0.11054419698658555,0.09533001671805816
3,sub-pl013,0.0633396452823781,0.06483138493317177
4,sub-pl014,0.23268683041170773,0.4188368568539054
5,sub-pl017,-0.15038017981411364,0.31886229615113926
6,sub-pl019,-0.10999180408795321,0.12312347627373962
7,sub-pl027,-0.04918553105722603,0.06094953205991461
8,sub-pl030,-0.07835781878125088,0.08405106769206094
9,sub-pl031,-0.011415774939312538,0.0015611461379743024
10,sub-pl032,0.14827097130616054,0.20875355336243884
11,sub-pl034,0.07426438438879202,0.1055527920215488
12,sub-pl035,-0.044738133524325555,0.04306940964506312
13,sub-pl036,-0.011476436242228067,0.002044595021275311
14,sub-pl038,-0.06203339712876527,0.06405484683897353
15,sub-pl042,0.028634215434334736,0.019011374878781462
16,sub-pl047,0.30199890621495107,0.5777104425749581
17,sub-pl049,-0.07401776095419911,0.0657097239189011
18,sub-pl050,0.11996975435041274,0.2020698218314665
19,sub-pl055,-0.03599019008539385,0.01817072582380312
20,sub-pl056,-0.06731558085938041,0.10363244779678121
21,sub-pl063,0.10156969213684647,0.15344921404220893
22,sub-pl064,0.010091265048909384,0.001327431855312541
