,subject,slope,R²
0,sub-pl007,-0.383746580060196,0.11512337740939242
1,sub-pl010,-0.17883586101798032,0.03637066972631244
2,sub-pl012,0.3105054271509068,0.06562372068390693
3,sub-pl013,-0.24376766462324834,0.05757341133807956
4,sub-pl014,0.162086425259028,0.026881704922580858
5,sub-pl017,-0.011399642026185201,0.00014783051259818135
6,sub-pl019,-0.2933734667226755,0.04758223121376098
7,sub-pl027,-0.19911971942468012,0.05722836314970482
8,sub-pl030,-0.08998795745743618,0.0074977646036724285
9,sub-pl031,0.35201442739337563,0.10189625991529012
10,sub-pl032,-0.2942455687302292,0.10225632613774452
11,sub-pl034,0.051380522302657126,0.003650268336033629
12,sub-pl035,-0.23549205819161953,0.08337798916306625
13,sub-pl036,-0.04146594890117889,0.0017297061297800779
14,sub-pl038,-0.2232633373147205,0.09508799881173623
15,sub-pl042,-0.13282313428747172,0.013432402820461025
16,sub-pl047,-0.16113818428518073,0.04442847423240214
17,sub-pl049,-0.22299363752292,0.07409252626684612
18,sub-pl050,0.340004268094476,0.059168591647331674
19,sub-pl055,-0.3832904569994094,0.1611113535198959
20,sub-pl056,-0.21474611132673066,0.1107700183441924
21,sub-pl063,-0.2536010831275435,0.06253412819038777
22,sub-pl064,-0.4304193940623386,0.16384366596731925
